id,exercise_id,mistake,created_at
54,dumbbell-fly-floor,"Слишком большой вес гантелей - потеря контроля из-за ограниченной амплитуды движения.",2024-01-15T10:00:00Z
55,dumbbell-fly-incline-bench,"Выпрямление рук полностью - риск травмы локтевого сустава и потеря контроля над движением.",2024-01-15T10:00:00Z
56,dumbbell-fly-incline-bench,"Слишком глубокое опускание гантелей ниже уровня плеч - перерастяжение плечевого сустава.",2024-01-15T10:00:00Z
57,dumbbell-fly-incline-bench,"Изменение угла в локтях во время движения - превращение разведения в жим, что снижает изоляцию.",2024-01-15T10:00:00Z
58,dumbbell-fly-incline-bench,"Неправильный угол скамьи - слишком крутой наклон переносит нагрузку на плечи.",2024-01-15T10:00:00Z
59,cable-fly-flat,"Выпрямление рук полностью - риск травмы локтевого сустава и потеря контроля над движением.",2024-01-15T10:00:00Z
60,cable-fly-flat,"Слишком глубокое опускание рук ниже уровня плеч - перерастяжение плечевого сустава и риск травмы.",2024-01-15T10:00:00Z
61,cable-fly-flat,"Изменение угла в локтях во время движения - превращение сведения в жим, что снижает изоляцию грудных мышц.",2024-01-15T10:00:00Z
62,cable-fly-flat,"Слишком быстрый темп выполнения - потеря контроля и постоянного натяжения кабелей.",2024-01-15T10:00:00Z
63,cable-fly-standing,"Выпрямление рук полностью - риск травмы локтевого сустава и потеря контроля над движением.",2024-01-15T10:00:00Z
64,cable-fly-standing,"Слишком глубокое опускание рук ниже уровня плеч - перерастяжение плечевого сустава и риск травмы.",2024-01-15T10:00:00Z
65,cable-fly-standing,"Изменение угла в локтях во время движения - превращение сведения в жим, что снижает изоляцию грудных мышц.",2024-01-15T10:00:00Z
66,cable-fly-standing,"Потеря стабильности корпуса - раскачивание тела снижает эффективность упражнения и может привести к травме.",2024-01-15T10:00:00Z
67,pec-deck-fly,"Выпрямление рук полностью - риск травмы локтевого сустава и потеря контроля над движением.",2024-01-15T10:00:00Z
68,pec-deck-fly,"Слишком глубокое опускание рук ниже уровня плеч - перерастяжение плечевого сустава и риск травмы.",2024-01-15T10:00:00Z
69,pec-deck-fly,"Изменение угла в локтях во время движения - превращение разведения в жим, что снижает изоляцию грудных мышц.",2024-01-15T10:00:00Z
70,pec-deck-fly,"Отрыв спины от спинки сиденья - потеря стабильности и снижение эффективности упражнения.",2024-01-15T10:00:00Z
71,cable-crossover-low-to-high,"Выпрямление рук полностью - риск травмы локтевого сустава и потеря контроля над движением.",2024-01-15T10:00:00Z
72,cable-crossover-low-to-high,"Слишком глубокое опускание рук ниже уровня плеч - перерастяжение плечевого сустава и риск травмы.",2024-01-15T10:00:00Z
73,cable-crossover-low-to-high,"Изменение угла в локтях во время движения - превращение сведения в жим, что снижает изоляцию грудных мышц.",2024-01-15T10:00:00Z
74,cable-crossover-low-to-high,"Потеря стабильности корпуса - раскачивание тела снижает эффективность упражнения и может привести к травме.",2024-01-15T10:00:00Z
75,dumbbell-pullover,"Слишком глубокое опускание гантели за голову - перерастяжение плечевых суставов и риск травмы.",2024-01-15T10:00:00Z
76,dumbbell-pullover,"Выпрямление рук полностью - потеря контроля над гантелью и риск травмы локтевых суставов.",2024-01-15T10:00:00Z
77,dumbbell-pullover,"Отрыв спины от скамьи - потеря стабильности и снижение эффективности упражнения.",2024-01-15T10:00:00Z
78,dumbbell-pullover,"Слишком тяжелый вес - нарушение техники и риск травмы плечевых суставов.",2024-01-15T10:00:00Z
79,resistance-band-fly,"Слишком слабое натяжение ленты - недостаточное сопротивление для эффективной работы мышц.",2024-01-15T10:00:00Z
80,resistance-band-fly,"Выпрямление рук полностью - потеря контроля над лентой и риск травмы локтевых суставов.",2024-01-15T10:00:00Z
81,resistance-band-fly,"Слишком глубокое разведение рук - перерастяжение плечевых суставов и риск травмы.",2024-01-15T10:00:00Z
82,resistance-band-fly,"Потеря стабильности корпуса - раскачивание тела снижает эффективность упражнения.",2024-01-15T10:00:00Z
83,incline-barbell-bench-press,"Отрыв лопаток от скамьи во время выполнения упражнения, что снижает стабильность и может привести к травме плеч.",2024-01-15T10:00:00Z
84,incline-barbell-bench-press,"Слишком широкий или узкий хват штанги, что снижает эффективность упражнения и может вызвать дискомфорт в плечевых суставах.",2024-01-15T10:00:00Z
85,incline-barbell-bench-press,"Неправильный угол наклона скамьи - слишком крутой или слишком пологий угол нарушает акцент на верхнюю часть груди.",2024-01-15T10:00:00Z
86,incline-barbell-bench-press,"Отсутствие контроля при опускании штанги - слишком быстрое или резкое движение, что может привести к травме.",2024-01-15T10:00:00Z
87,incline-barbell-bench-press,"Отрыв стоп от пола или неправильное положение ног, что нарушает стабильность корпуса на наклонной скамье.",2024-01-15T10:00:00Z
88,incline-barbell-bench-press,Неполная амплитуда движения - недотягивание штанги до груди или неполное выпрямление рук в верхней точке.,2024-01-15T10:00:00Z
89,decline-barbell-bench-press,"Отрыв лопаток от скамьи во время выполнения упражнения, что снижает стабильность и может привести к травме плеч.",2024-01-15T10:00:00Z
90,decline-barbell-bench-press,"Слишком широкий или узкий хват штанги, что снижает эффективность упражнения и может вызвать дискомфорт в плечевых суставах.",2024-01-15T10:00:00Z
91,decline-barbell-bench-press,"Неправильная фиксация ног в упорах, что может привести к соскальзыванию со скамьи и серьезной травме головы.",2024-01-15T10:00:00Z
92,decline-barbell-bench-press,"Отсутствие контроля при опускании штанги - слишком быстрое или резкое движение, что может привести к травме.",2024-01-15T10:00:00Z
93,decline-barbell-bench-press,"Неправильный угол наклона скамьи - слишком крутой отрицательный угол может вызвать головокружение и дискомфорт.",2024-01-15T10:00:00Z
94,decline-barbell-bench-press,Неполная амплитуда движения - недотягивание штанги до груди или неполное выпрямление рук в верхней точке.,2024-01-15T10:00:00Z
95,close-grip-push-ups,"Разведение локтей в стороны - правильная техника требует удерживать локти близко к телу для акцента на трицепсы.",2024-01-15T10:00:00Z
96,close-grip-push-ups,"Прогиб в пояснице или поднятие ягодиц вверх - нарушает прямую линию тела и снижает эффективность упражнения.",2024-01-15T10:00:00Z
97,close-grip-push-ups,"Слишком узкая постановка рук - вызывает чрезмерную нагрузку на запястья и локтевые суставы, что может привести к травме.",2024-01-15T10:00:00Z
98,close-grip-push-ups,"Отсутствие контроля при опускании тела - слишком быстрое или резкое движение снижает эффективность и может привести к травме.",2024-01-15T10:00:00Z
99,close-grip-push-ups,"Неполная амплитуда движения - недотягивание груди до пола или неполное выпрямление рук в верхней точке снижает эффективность упражнения.",2024-01-15T10:00:00Z
100,wide-grip-push-ups,"Слишком широкая постановка рук - чрезмерное разведение рук создает излишнюю нагрузку на плечевые суставы и может привести к травме. Оптимальная ширина - в 1.5-2 раза шире плеч.",2024-01-15T10:00:00Z
101,wide-grip-push-ups,"Прогиб в пояснице или поднятие ягодиц вверх - нарушает прямую линию тела, снижает эффективность упражнения и увеличивает риск травмы позвоночника.",2024-01-15T10:00:00Z
102,wide-grip-push-ups,"Чрезмерное разведение локтей в стороны - хотя при широкой постановке рук локти естественно разводятся, слишком широкий угол (более 60-70 градусов) создает небезопасную нагрузку на плечи.",2024-01-15T10:00:00Z
103,wide-grip-push-ups,"Отсутствие контроля при опускании тела - слишком быстрое или резкое движение снижает эффективность упражнения и может привести к чрезмерному растяжению плечевых суставов.",2024-01-15T10:00:00Z
104,wide-grip-push-ups,"Неполная амплитуда движения - недотягивание груди до пола или неполное выпрямление рук в верхней точке снижает эффективность упражнения и не дает полной нагрузки на грудные мышцы.",2024-01-15T10:00:00Z
105,decline-push-ups,"Провисание таза или выгибание спины - нарушает прямую линию тела, снижает стабильность корпуса и увеличивает риск травмы позвоночника. Напрягайте пресс и ягодицы на протяжении всего упражнения.",2024-01-15T10:00:00Z
106,decline-push-ups,"Слишком высокое возвышение для ног - чрезмерная высота (более 60-70 см) значительно увеличивает нагрузку на плечи и может привести к травме, особенно для начинающих. Начинайте с небольшой высоты (30-40 см).",2024-01-15T10:00:00Z
107,decline-push-ups,"Отсутствие контроля положения головы - наклонное положение может вызывать дискомфорт или головокружение. Держите голову в нейтральном положении, не запрокидывайте ее назад.",2024-01-15T10:00:00Z
108,decline-push-ups,"Неполная амплитуда движения или слишком быстрое выполнение - недотягивание груди до пола или резкие движения снижают эффективность упражнения. Контролируйте движение в обеих фазах.",2024-01-15T10:00:00Z
109,incline-push-ups,"Провисание таза или выгибание спины - нарушает прямую линию тела, снижает стабильность корпуса и эффективность упражнения. Напрягайте пресс и ягодицы на протяжении всего движения.",2024-01-15T10:00:00Z
110,incline-push-ups,"Неустойчивое возвышение - использование нестабильной поверхности (неустойчивый стул, шатающаяся скамья) может привести к травме. Убедитесь, что возвышение прочное и устойчивое перед началом упражнения.",2024-01-15T10:00:00Z
111,incline-push-ups,"Слишком высокое или низкое возвышение - чрезмерная высота (более 60-70 см) делает упражнение слишком легким и снижает эффективность, а слишком низкое (менее 20 см) почти не отличается от обычных отжиманий. Оптимальная высота 30-50 см.",2024-01-15T10:00:00Z
112,incline-push-ups,"Неполная амплитуда движения - недотягивание груди к возвышению или неполное выпрямление рук в верхней точке снижает эффективность упражнения. Контролируйте полную амплитуду движения.",2024-01-15T10:00:00Z
113,plyometric-push-ups,"Провисание таза в фазе полета - приводит к потере стабильности и может вызвать жесткое приземление с повышенным риском травмы запястий или плеч. Напрягайте кор и ягодицы даже в воздухе.",2024-01-15T10:00:00Z
114,plyometric-push-ups,"Жесткое неконтролируемое приземление - создает избыточную ударную нагрузку на запястья, локти и плечи, что может привести к травме. Приземляйтесь мягко, смягчая удар сгибанием локтей.",2024-01-15T10:00:00Z
115,plyometric-push-ups,"Недостаточная взрывная сила для отрыва рук - попытка выполнить упражнение без должной подготовки приводит к неполному отрыву или приземлению лицом вниз, что опасно.",2024-01-15T10:00:00Z
116,plyometric-push-ups,"Выполнение на твердой или скользкой поверхности - увеличивает риск травмы запястий и может привести к падению. Используйте мягкий коврик или специальную поверхность для плиометрики.",2024-01-15T10:00:00Z
117,plyometric-push-ups,"Отсутствие контроля при опускании в эксцентрической фазе - слишком быстрое опускание лишает мышцы подготовки к взрывному движению и снижает генерируемую мощность.",2024-01-15T10:00:00Z
118,ring-push-ups,"Чрезмерный разворот колец наружу - создает опасную нагрузку на плечевые суставы и может привести к травме. Активно сопротивляйтесь вращению колец, держите локти направленными назад.",2024-01-15T10:00:00Z
119,ring-push-ups,"Потеря контроля и стабильности колец - может привести к падению и травме. Начинайте с колец на небольшой высоте от пола и постепенно опускайте их по мере роста силы и контроля.",2024-01-15T10:00:00Z
120,ring-push-ups,"Провисание таза и нарушение прямой линии тела - снижает эффективность упражнения и увеличивает нагрузку на поясницу. Напрягайте кор, ягодицы и пресс для поддержания стабильности.",2024-01-15T10:00:00Z
121,ring-push-ups,"Слишком быстрый темп выполнения - не позволяет должным образом контролировать кольца и может привести к потере контроля. Выполняйте упражнение медленно и контролируемо, фокусируясь на технике.",2024-01-15T10:00:00Z
122,dumbbell-press-neutral-grip,"Потеря нейтрального хвата во время выполнения - поворот ладоней наружу или внутрь снижает эффективность упражнения и меняет акцент нагрузки. Держите ладони всегда направленными друг к другу на протяжении всего движения.",2024-01-15T10:00:00Z
123,dumbbell-press-neutral-grip,"Отрыв лопаток от скамьи во время выполнения упражнения, что снижает стабильность и может привести к травме плеч. Плотно прижимайте лопатки к скамье на протяжении всего подхода.",2024-01-15T10:00:00Z
124,dumbbell-press-neutral-grip,"Слишком широкий или слишком узкий хват гантелей - снижает эффективность упражнения и может вызвать дискомфорт. Держите гантели на ширине плеч или чуть уже для оптимальной активации мышц.",2024-01-15T10:00:00Z
125,dumbbell-press-neutral-grip,"Отсутствие контроля при опускании гантелей - слишком быстрое или резкое движение может привести к травме и снижает эффективность упражнения. Опускайте гантели медленно и контролируемо.",2024-01-15T10:00:00Z
126,dumbbell-press-neutral-grip,"Неполная амплитуда движения - недотягивание гантелей до груди или неполное выпрямление рук в верхней точке. Опускайтесь до касания груди и полностью выпрямляйте руки в верхней точке.",2024-01-15T10:00:00Z
128,smith-machine-incline-bench-press,"Отрыв лопаток от скамьи во время выполнения упражнения, что снижает стабильность и может привести к травме плеч. Всегда держите лопатки прижатыми к скамье на протяжении всего подхода.",2024-01-15T10:00:00Z
129,smith-machine-incline-bench-press,"Неправильный угол наклона скамьи - слишком большой или слишком маленький угол снижает эффективность упражнения. Оптимальный диапазон 30-45 градусов для акцента на верхнюю часть груди.",2024-01-15T10:00:00Z
130,smith-machine-incline-bench-press,"Отсутствие контроля при опускании штанги - слишком быстрое или резкое движение может привести к травме и снижает эффективность упражнения. Опускайте штангу медленно и контролируемо по фиксированной траектории.",2024-01-15T10:00:00Z
131,smith-machine-incline-bench-press,"Неправильное положение ног или отрыв стоп от пола, что нарушает стабильность корпуса. Стопы должны быть устойчиво поставлены на пол на протяжении всего упражнения.",2024-01-15T10:00:00Z
132,smith-machine-incline-bench-press,"Неполная амплитуда движения - недотягивание штанги до груди или неполное выпрямление рук в верхней точке. Опускайтесь до касания груди и полностью выпрямляйте руки в верхней точке.",2024-01-15T10:00:00Z
133,smith-machine-decline-bench-press,"Неправильная фиксация ног в упорах - неполная или ненадежная фиксация может привести к соскальзыванию со скамьи и серьезной травме головы. Всегда проверяйте надежность фиксации перед началом упражнения.",2024-01-15T10:00:00Z
134,smith-machine-decline-bench-press,"Отрыв лопаток от скамьи во время выполнения упражнения, что снижает стабильность и может привести к травме плеч. Плотно прижимайте лопатки к скамье на протяжении всего подхода, особенно важно в наклонном положении.",2024-01-15T10:00:00Z
135,smith-machine-decline-bench-press,"Отсутствие контроля при опускании штанги - слишком быстрое или резкое движение может привести к травме и снижает эффективность упражнения. Опускайте штангу медленно и контролируемо по фиксированной траектории машины Смита.",2024-01-15T10:00:00Z
136,smith-machine-decline-bench-press,"Задержка дыхания или неконтролируемое дыхание - особенно опасно в положении головой вниз, может вызвать резкое повышение артериального давления и головокружение. Дышите глубоко и ритмично на протяжении всего движения.",2024-01-15T10:00:00Z
137,smith-machine-decline-bench-press,"Неполная амплитуда движения - недотягивание штанги до груди или неполное выпрямление рук в верхней точке. Опускайтесь до касания груди и полностью выпрямляйте руки в верхней точке для максимальной эффективности.",2024-01-15T10:00:00Z
138,cable-crossover-high-to-low,"Выпрямление рук полностью - риск травмы локтевого сустава и потеря контроля над движением. Держите локти слегка согнутыми под углом 10-15 градусов на протяжении всего упражнения.",2024-01-15T10:00:00Z
139,cable-crossover-high-to-low,"Слишком высокое исходное положение рук выше уровня плеч - перерастяжение плечевого сустава и потеря акцента на нижнюю часть груди. Руки должны быть на уровне плеч или чуть выше.",2024-01-15T10:00:00Z
140,cable-crossover-high-to-low,"Изменение угла в локтях во время движения - превращение сведения в жим, что снижает изоляцию нижней части грудных мышц. Сохраняйте постоянный угол в локтях на протяжении всей амплитуды.",2024-01-15T10:00:00Z
141,cable-crossover-high-to-low,"Потеря стабильности корпуса - раскачивание тела снижает эффективность упражнения и может привести к травме спины. Напрягайте мышцы кора и держите спину прямо.",2024-01-15T10:00:00Z
142,cable-crossover-high-to-low,"Слишком быстрое движение без контроля - снижает эффективность упражнения и увеличивает риск травмы. Двигайтесь медленно и контролируемо, чувствуя работу нижней части грудных мышц на протяжении всей амплитуды.",2024-01-15T10:00:00Z
143,one-arm-push-up,"Ротация корпуса и таза в сторону рабочей руки - критическая ошибка, которая увеличивает риск травмы позвоночника и снижает эффективность. Фокусируйтесь на стабилизации через активное напряжение кора, ягодиц и широкую постановку ног.",2024-01-15T10:00:00Z
144,one-arm-push-up,"Провисание таза и нарушение прямой линии тела - снижает эффективность упражнения и увеличивает нагрузку на поясницу. Напрягайте ягодицы, пресс и мышцы кора на протяжении всего движения, представьте, что держите монету между ягодицами.",2024-01-15T10:00:00Z
145,one-arm-push-up,"Постановка рабочей руки слишком близко к боку - создает чрезмерную нагрузку на плечевой сустав и увеличивает риск травмы. Рабочая рука должна быть расположена под центром груди для равномерного распределения нагрузки.",2024-01-15T10:00:00Z
146,one-arm-push-up,"Слишком узкая постановка ног - значительно увеличивает сложность стабилизации и риск ротации корпуса. Используйте широкую стойку ног (примерно в 1.5-2 раза шире плеч) для создания стабильной базы и предотвращения перекосов.",2024-01-15T10:00:00Z
147,hammer-chest-press-one-arm,"Ротация корпуса и таза в сторону рабочей руки - критическая ошибка, которая увеличивает риск травмы позвоночника и снижает эффективность упражнения. Фокусируйтесь на стабилизации через активное напряжение кора, ягодиц и спины. Держите таз и плечи параллельно друг другу.",2024-01-15T10:00:00Z
148,hammer-chest-press-one-arm,"Провисание или отрыв спины от спинки тренажера - нарушает стабильность корпуса и снижает эффективность упражнения. Плотно прижимайте всю спину к спинке на протяжении всего движения, особенно важно для односторонней работы.",2024-01-15T10:00:00Z
149,hammer-chest-press-one-arm,"Слишком большой вес, ведущий к компенсациям и нарушению техники - односторонняя работа требует большего контроля, поэтому используйте вес меньше, чем при двустороннем жиме. Слишком большой вес приведет к ротации корпуса и потере техники.",2024-01-15T10:00:00Z
150,hammer-chest-press-one-arm,"Неполная амплитуда движения - недотягивание рукоятки до груди или неполное выпрямление руки в верхней точке снижает эффективность упражнения. Выполняйте полную контролируемую амплитуду движения на каждом повторении.",2024-01-15T10:00:00Z
151,hammer-chest-press-one-arm,"Отрыв лопатки рабочей стороны от спинки или выход плеча вперед за линию груди - увеличивает риск травмы плечевого сустава и снижает эффективность упражнения. Держите лопатку прижатой и стабильной на протяжении всего движения.",2024-01-15T10:00:00Z
152,cable-pullover,"Слишком глубокое опускание рукоятки за голову - перерастяжение плечевых суставов и риск травмы. Останавливайтесь на уровне ушей или чуть ниже. При дискомфорте в плечах уменьшите амплитуду движения.",2024-01-15T10:00:00Z
