id,exercise_id,note,created_at
14,dips-chest-focus,Для развития силы выполняйте 3-5 подходов по 6-12 повторений. Для массы - 3-4 подхода по 8-15 повторений.,2024-01-15T10:00:00Z
15,dips-chest-focus,Включайте это упражнение в середине тренировки груди после основных жимовых упражнений для дополнительной проработки грудных мышц.,2024-01-15T10:00:00Z
16,machine-chest-press-plate-loaded,"Начинайте с веса, который позволяет выполнить 12-15 повторений с правильной техникой, затем постепенно увеличивайте нагрузку.",2024-01-15T10:00:00Z
17,machine-chest-press-plate-loaded,Для развития силы выполняйте 3-5 подходов по 8-12 повторений с весом 70-80% от максимума. Для массы - 3-4 подхода по 10-15 повторений с весом 65-75%.,2024-01-15T10:00:00Z
18,machine-chest-press-plate-loaded,Включайте это упражнение в начале тренировки груди для разминки или в середине для дополнительной проработки грудных мышц.,2024-01-15T10:00:00Z
19,smith-machine-bench-press,"Начинайте с веса, который позволяет выполнить 8-12 повторений с правильной техникой, затем постепенно увеличивайте нагрузку.",2024-01-15T10:00:00Z
20,smith-machine-bench-press,Для развития силы выполняйте 3-5 подходов по 6-10 повторений с весом 75-85% от максимума. Для массы - 3-4 подхода по 8-12 повторений с весом 70-80%.,2024-01-15T10:00:00Z
21,smith-machine-bench-press,Включайте это упражнение в начале тренировки груди для разминки или в середине для дополнительной проработки грудных мышц без страховщика.,2024-01-15T10:00:00Z
22,decline-dumbbell-press,"Начинайте с веса, который позволяет выполнить 10-12 повторений с правильной техникой, затем постепенно увеличивайте нагрузку.",2024-01-15T10:00:00Z
23,decline-dumbbell-press,Для развития силы выполняйте 3-5 подходов по 6-10 повторений с весом 75-85% от максимума. Для массы - 3-4 подхода по 8-12 повторений с весом 70-80%.,2024-01-15T10:00:00Z
24,decline-dumbbell-press,Включайте это упражнение в конце тренировки груди для дополнительной проработки нижней части грудных мышц. Не выполняйте при проблемах с давлением.,2024-01-15T10:00:00Z
25,push-ups-on-handles,"Начинайте с количества повторений, которое можете выполнить с правильной техникой, затем постепенно увеличивайте нагрузку.",2024-01-15T10:00:00Z
26,push-ups-on-handles,Для развития силы выполняйте 3-5 подходов по 8-15 повторений. Для выносливости - 2-3 подхода по 15-20 повторений.,2024-01-15T10:00:00Z
27,push-ups-on-handles,Включайте это упражнение в любое время тренировки для увеличенного диапазона движения. Отлично подходит для домашних тренировок.,2024-01-15T10:00:00Z
28,dumbbell-fly-flat-bench,"Начинайте с веса, который позволяет выполнить 15-20 повторений с правильной техникой, затем постепенно увеличивайте нагрузку.",2024-01-15T10:00:00Z
29,dumbbell-fly-flat-bench,Для развития массы выполняйте 3-4 подхода по 10-15 повторений с весом 60-75% от максимума. Для выносливости - 2-3 подхода по 15-20 повторений.,2024-01-15T10:00:00Z
30,dumbbell-fly-flat-bench,Включайте это упражнение в конец тренировки груди для изоляции и растяжения мышц. Не выполняйте в начале тренировки.,2024-01-15T10:00:00Z
31,dumbbell-fly-floor,"Начинайте с веса, который позволяет выполнить 15-20 повторений с идеальной техникой.",2024-01-15T10:00:00Z
32,dumbbell-fly-floor,Для развития массы выполняйте 3-4 подхода по 12-18 повторений. Идеально для начинающих и восстановления.,2024-01-15T10:00:00Z
33,dumbbell-fly-floor,Это упражнение отлично подходит для домашних тренировок и разминки перед более тяжелыми упражнениями.,2024-01-15T10:00:00Z
34,dumbbell-fly-incline-bench,"Начинайте с веса, который позволяет выполнить 12-15 повторений с правильной техникой, затем постепенно увеличивайте нагрузку.",2024-01-15T10:00:00Z
35,dumbbell-fly-incline-bench,Для развития верхней части груди выполняйте 3-4 подхода по 10-15 повторений с весом 65-80% от максимума.,2024-01-15T10:00:00Z
36,dumbbell-fly-incline-bench,Включайте это упражнение в середину или конец тренировки груди для акцента на верхнюю часть. Отлично дополняет горизонтальные упражнения.,2024-01-15T10:00:00Z
37,cable-fly-flat,"Начинайте с веса, который позволяет выполнить 12-15 повторений с правильной техникой, затем постепенно увеличивайте нагрузку.",2024-01-15T10:00:00Z
38,cable-fly-flat,Для развития массы выполняйте 3-4 подхода по 10-15 повторений с весом 70-85% от максимума. Постоянное натяжение обеспечивает высокую интенсивность.,2024-01-15T10:00:00Z
39,cable-fly-flat,Включайте это упражнение в конец тренировки груди для изоляции и постоянного напряжения мышц. Отлично подходит для пампинга.,2024-01-15T10:00:00Z
40,cable-fly-standing,"Начинайте с веса, который позволяет выполнить 12-15 повторений с правильной техникой, затем постепенно увеличивайте нагрузку.",2024-01-15T10:00:00Z
41,cable-fly-standing,Для развития функциональной силы выполняйте 3-4 подхода по 10-15 повторений с весом 65-80% от максимума. Отлично для развития координации.,2024-01-15T10:00:00Z
42,cable-fly-standing,Включайте это упражнение в середину или конец тренировки груди для развития функциональной силы и координации. Отлично дополняет базовые упражнения.,2024-01-15T10:00:00Z
43,pec-deck-fly,"Начинайте с веса, который позволяет выполнить 15-20 повторений с правильной техникой, затем постепенно увеличивайте нагрузку.",2024-01-15T10:00:00Z
44,pec-deck-fly,Для развития массы выполняйте 3-4 подхода по 12-18 повторений с весом 60-75% от максимума. Фиксированная траектория обеспечивает безопасность.,2024-01-15T10:00:00Z
45,pec-deck-fly,Включайте это упражнение в конец тренировки груди для изоляции и безопасной проработки мышц. Отлично подходит для начинающих и восстановления.,2024-01-15T10:00:00Z
46,cable-crossover-low-to-high,"Начинайте с веса, который позволяет выполнить 12-15 повторений с правильной техникой, затем постепенно увеличивайте нагрузку.",2024-01-15T10:00:00Z
47,cable-crossover-low-to-high,Для развития верхней части груди выполняйте 3-4 подхода по 10-15 повторений с весом 65-80% от максимума. Постоянное натяжение обеспечивает эффективность.,2024-01-15T10:00:00Z
48,cable-crossover-low-to-high,Включайте это упражнение в середину или конец тренировки груди для акцента на верхнюю часть. Отлично подходит для развития верхней части грудных мышц.,2024-01-15T10:00:00Z
49,dumbbell-pullover,"Начинайте с веса, который позволяет выполнить 15-20 повторений с правильной техникой, затем постепенно увеличивайте нагрузку.",2024-01-15T10:00:00Z
50,dumbbell-pullover,Для развития грудных мышц и широчайших выполняйте 3-4 подхода по 12-18 повторений с весом 60-75% от максимума. Отлично для растяжения.,2024-01-15T10:00:00Z
51,dumbbell-pullover,Включайте это упражнение в конец тренировки груди для растяжения и расширения грудной клетки. Отлично подходит для улучшения осанки.,2024-01-15T10:00:00Z
52,resistance-band-fly,"Начинайте с легкого сопротивления, которое позволяет выполнить 20-25 повторений с правильной техникой, затем постепенно увеличивайте нагрузку.",2024-01-15T10:00:00Z
53,resistance-band-fly,Для домашних тренировок выполняйте 3-4 подхода по 15-25 повторений с сопротивлением 50-70% от максимума. Отлично для восстановления.,2024-01-15T10:00:00Z
54,resistance-band-fly,"Включайте это упражнение в домашние тренировки или в конец тренировки груди для восстановления. Отлично подходит для начинающих и домашних тренировок.",2024-01-15T10:00:00Z
55,incline-barbell-bench-press,"Начинайте с веса, который позволяет выполнить 8-10 повторений с правильной техникой, затем постепенно увеличивайте нагрузку.",2024-01-15T10:00:00Z
56,incline-barbell-bench-press,Для развития силы верхней части груди выполняйте 3-5 подходов по 6-8 повторений с весом 75-85% от максимума. Для массы - 3-4 подхода по 8-12 повторений с весом 70-80%.,2024-01-15T10:00:00Z
57,incline-barbell-bench-press,Включайте это упражнение после основного жима штанги в тренировке груди для развития верхней части грудных мышц. Отлично дополняет горизонтальный жим.,2024-01-15T10:00:00Z
58,decline-barbell-bench-press,"Начинайте с веса, который позволяет выполнить 8-10 повторений с правильной техникой, затем постепенно увеличивайте нагрузку.",2024-01-15T10:00:00Z
59,decline-barbell-bench-press,Для развития силы нижней части груди выполняйте 3-5 подходов по 6-10 повторений с весом 75-85% от максимума. Для массы - 3-4 подхода по 8-12 повторений с весом 70-80%.,2024-01-15T10:00:00Z
60,decline-barbell-bench-press,Включайте это упражнение в конец тренировки груди для дополнительной проработки нижней части грудных мышц. Отлично дополняет горизонтальный и наклонный жим. ОБЯЗАТЕЛЬНО работайте со страховщиком!,2024-01-15T10:00:00Z
61,wide-grip-push-ups,"Начинайте с количества повторений, которое можете выполнить с правильной техникой (10-15 повторений), затем постепенно увеличивайте нагрузку. Широкая постановка рук позволяет выполнить больше повторений по сравнению с обычными отжиманиями.",2024-01-15T10:00:00Z
62,wide-grip-push-ups,Для развития силы выполняйте 3-5 подходов по 10-20 повторений. Для выносливости - 2-3 подхода по 20-30 повторений. Для массы - 3-4 подхода по 15-25 повторений. Широкая постановка рук акцентирует нагрузку на грудные мышцы.,2024-01-15T10:00:00Z
63,wide-grip-push-ups,"Это упражнение отлично подходит для разминки в начале тренировки груди или для завершения тренировки. Также может использоваться как основное упражнение для домашних тренировок. Идеально для начинающих благодаря более легкой нагрузке на трицепсы.",2024-01-15T10:00:00Z
64,decline-push-ups,"Начинайте с 3 подходов по 8-12 повторений, используя небольшое возвышение (30-40 см). Постепенно увеличивайте количество повторений до 15, а затем увеличивайте высоту возвышения или добавляйте дополнительную сложность.",2024-01-15T10:00:00Z
65,decline-push-ups,Для развития силы выполняйте 3-5 подходов по 8-15 повторений с отдыхом 60-120 секунд. Для выносливости - 3-4 подхода по 12-20 повторений. Для массы - 4-5 подходов по 8-12 повторений. Наклонное положение акцентирует нагрузку на верхнюю часть груди.,2024-01-15T10:00:00Z
66,decline-push-ups,"Это упражнение отлично подходит для прогрессии от обычных отжиманий и развития верхней части груди. Может использоваться как основное упражнение в домашних тренировках. Начинайте с небольшой высоты возвышения и постепенно увеличивайте сложность. При проблемах с давлением или головокружении избегайте этого упражнения.",2024-01-15T10:00:00Z
67,incline-push-ups,"Начинайте с количества повторений, которое можете выполнить с правильной техникой (обычно 10-15 повторений), затем постепенно увеличивайте нагрузку. Это упражнение идеально для освоения техники отжиманий перед переходом к обычным отжиманиям от пола.",2024-01-15T10:00:00Z
68,incline-push-ups,Для развития силы выполняйте 3-4 подхода по 12-18 повторений с отдыхом 60-90 секунд. Для выносливости - 3-4 подхода по 15-25 повторений. Для массы - 4-5 подходов по 10-15 повторений. По мере улучшения уменьшайте высоту возвышения для увеличения нагрузки.,2024-01-15T10:00:00Z
69,incline-push-ups,"Это упражнение можно выполнять в любое время тренировки, но лучше в начале для разминки или как основное упражнение для начинающих. Постепенно уменьшайте высоту возвышения (переходите к более низким поверхностям) по мере освоения техники, чтобы прогрессировать к обычным отжиманиям.",2024-01-15T10:00:00Z
70,plyometric-push-ups,"Начинайте с 2-3 подходов по 3-5 повторений с отдыхом 120-180 секунд между подходами. Плиометрические упражнения требуют максимальной взрывной силы, поэтому отдых должен быть достаточным для полного восстановления. Не увеличивайте количество повторений за счет качества выполнения.",2024-01-15T10:00:00Z
71,plyometric-push-ups,Для развития взрывной силы и мощности выполняйте 3-5 подходов по 5-8 повторений с отдыхом 120-180 секунд. Для спортсменов - 4-5 подходов по 6-10 повторений. Для выносливости - 3-4 подхода по 8-12 повторений. Никогда не жертвуйте качеством приземления ради количества повторений.,2024-01-15T10:00:00Z
72,plyometric-push-ups,"Включайте это упражнение в начале тренировки, когда нервная система и мышцы максимально свежие. Плиометрика требует высокой интенсивности и координации, поэтому не выполняйте после утомляющих упражнений. Между плиометрическими упражнениями отдыхайте 48-72 часа для полного восстановления нервной системы.",2024-01-15T10:00:00Z
73,ring-push-ups,"Начинайте с 3 подходов по 5-8 повторений с отдыхом 120-180 секунд между подходами. Выполняйте упражнение медленно и контролируемо, фокусируясь на технике контроля колец. Не увеличивайте количество повторений за счет качества техники. По мере роста силы постепенно увеличивайте количество повторений до 8-12.",2024-01-15T10:00:00Z
74,ring-push-ups,"Для развития силы и массы выполняйте 3-4 подхода по 5-12 повторений с отдыхом 120-180 секунд. Для выносливости - 3-4 подхода по 12-15 повторений. Для максимальной силы - 3-4 подхода по 5-8 повторений. Контроль техники и стабильности колец важнее, чем количество повторений.",2024-01-15T10:00:00Z
75,ring-push-ups,"Включайте это упражнение в середину тренировки, после разминки и разогрева. Не выполняйте первым в тренировке, так как требуются теплые и готовые мышцы для безопасного контроля нестабильных колец. Можно включать в тренировку груди, плеч или функциональной тренировки.",2024-01-15T10:00:00Z
76,dumbbell-press-neutral-grip,"Начинайте с веса, который позволяет выполнить 12-15 повторений с правильной техникой и нейтральным хватом, затем постепенно увеличивайте нагрузку. Особое внимание уделяйте сохранению нейтрального хвата на протяжении всего подхода.",2024-01-15T10:00:00Z
77,dumbbell-press-neutral-grip,"Для развития силы выполняйте 3-5 подходов по 6-8 повторений с весом 80-85% от максимума. Для массы - 3-4 подхода по 8-12 повторений с весом 70-80%. Для выносливости - 3-4 подхода по 12-15 повторений с весом 60-70%.",2024-01-15T10:00:00Z
78,dumbbell-press-neutral-grip,"Включайте это упражнение в начало или середину тренировки груди. Нейтральный хват более безопасен для плеч, поэтому это упражнение можно использовать как основное для людей с проблемами плеч или как дополнение к классическому жиму гантелей.",2024-01-15T10:00:00Z
80,smith-machine-incline-bench-press,"Начинайте с веса, который позволяет выполнить 10-12 повторений с правильной техникой, затем постепенно увеличивайте нагрузку. Машина Смита позволяет безопасно работать без страховщика.",2024-01-15T10:00:00Z
81,smith-machine-incline-bench-press,"Для развития силы выполняйте 3-5 подходов по 6-8 повторений с весом 80-85% от максимума. Для массы - 3-4 подхода по 8-12 повторений с весом 70-80%. Фиксированная траектория позволяет сосредоточиться на технике.",2024-01-15T10:00:00Z
82,smith-machine-incline-bench-press,"Включайте это упражнение в начало тренировки груди, когда мышцы еще свежие, или после базового горизонтального жима для акцента на верхнюю часть груди. Отлично подходит для тренировок без страховщика.",2024-01-15T10:00:00Z
83,smith-machine-decline-bench-press,"Начинайте с веса, который позволяет выполнить 10-12 повторений с правильной техникой, затем постепенно увеличивайте нагрузку. Машина Смита позволяет безопасно работать без страховщика, но всегда проверяйте фиксацию ног.",2024-01-15T10:00:00Z
84,smith-machine-decline-bench-press,"Для развития силы нижней части груди выполняйте 3-5 подходов по 6-10 повторений с весом 75-85% от максимума. Для массы - 3-4 подхода по 8-12 повторений с весом 70-80%. Фиксированная траектория позволяет сосредоточиться на технике и акценте на нижнюю часть груди.",2024-01-15T10:00:00Z
85,cable-crossover-high-to-low,"Начинайте с веса, который позволяет выполнить 12-15 повторений с правильной техникой и стабильностью корпуса, затем постепенно увеличивайте нагрузку.",2024-01-15T10:00:00Z
86,cable-crossover-high-to-low,"Для развития нижней части груди выполняйте 3-4 подхода по 10-15 повторений с весом 65-80% от максимума. Постоянное натяжение кабелей обеспечивает эффективность на протяжении всей амплитуды движения.",2024-01-15T10:00:00Z
87,cable-crossover-high-to-low,"Включайте это упражнение в середину или конец тренировки груди для акцента на нижнюю часть. Отлично подходит для развития нижней части грудных мышц и дополняет другие упражнения для полного развития груди.",2024-01-15T10:00:00Z
88,one-arm-push-up,"Начинайте с 2-3 подходов по 1-2 повторения с отдыхом 120-180 секунд. Продвинутое упражнение требует максимальной силы и контроля, не увеличивайте количество повторений за счет качества техники.",2024-01-15T10:00:00Z
89,one-arm-push-up,"Для развития максимальной силы выполняйте 3-5 подходов по 3-5 повторений с отдыхом 180-240 секунд. Для выносливости - 3-4 подхода по 5-8 повторений. Для демонстрации силы - 1-2 подхода по максимальному количеству с полным отдыхом.",2024-01-15T10:00:00Z
90,one-arm-push-up,"Выполняйте это упражнение в начале тренировки, когда нервная система свежая и мышцы не устали. Не выполняйте после других тяжелых упражнений. Можно включать 1-2 раза в неделю для развития максимальной силы и демонстрации прогресса.",2024-01-15T10:00:00Z
91,cable-pullover,"Начинайте с веса, который позволяет выполнить 15-20 повторений с правильной техникой, затем постепенно увеличивайте нагрузку. Контролируйте амплитуду движения и постоянное натяжение кабеля.",2024-01-15T10:00:00Z
92,cable-pullover,"Для развития массы и силы выполняйте 3-4 подхода по 10-15 повторений с весом 60-75% от максимума. Для выносливости - 2-3 подхода по 15-20 повторений. Постоянное натяжение кабеля обеспечивает эффективность на протяжении всей амплитуды движения.",2024-01-15T10:00:00Z
93,cable-pullover,"Включайте это упражнение в конец тренировки спины или груди для растяжения и расширения грудной клетки, развития широчайших мышц и улучшения осанки. Отлично подходит для завершения тренировки.",2024-01-15T10:00:00Z
94,dumbbell-fly-decline-bench,"Начинайте с веса, который позволяет выполнить 12-15 повторений с правильной техникой, затем постепенно увеличивайте нагрузку. Положение вниз головой требует особой осторожности.",2024-01-15T10:00:00Z
95,dumbbell-fly-decline-bench,Для развития нижней части груди выполняйте 3-4 подхода по 10-15 повторений с весом 65-80% от максимума. Включайте это упражнение в конец тренировки груди после основных жимовых упражнений.,2024-01-15T10:00:00Z
96,dumbbell-fly-decline-bench,"Включайте это упражнение в середину или конец тренировки груди для акцента на нижнюю часть. Отлично дополняет горизонтальные и наклонные упражнения для полного развития груди. Не выполняйте при проблемах с давлением.",2024-01-15T10:00:00Z
97,weighted-push-ups,"Начинайте с небольшого веса отягощения (5-10% от массы тела) и постепенно увеличивайте нагрузку по 2-5 кг после освоения техники. Не добавляйте слишком много веса сразу - это может нарушить технику и привести к травме.",2024-01-15T10:00:00Z
98,weighted-push-ups,"Для развития силы выполняйте 3-5 подходов по 5-10 повторений с весом 70-85% от максимума. Для массы - 3-4 подхода по 8-15 повторений с весом 60-75% от максимума. Для выносливости - 3-4 подхода по 12-20 повторений с весом 50-65%.",2024-01-15T10:00:00Z
99,weighted-push-ups,"Включайте это упражнение в середину или конец тренировки груди после базовых жимовых упражнений. Отлично дополняет классические отжимания для развития функциональной силы. Можно использовать как основное упражнение для домашних тренировок с отягощением.",2024-01-15T10:00:00Z
100,dumbbell-bench-press-alternating-floor,"Отличное упражнение для развития антиротационной силы кора и функциональной силы верхней части тела. Поочередное выполнение требует активной работы косых мышц живота и других стабилизаторов корпуса для предотвращения ротации позвоночника.",2024-01-15T10:00:00Z
101,dumbbell-bench-press-alternating-floor,"Используйте вес на 10-15% легче чем при обычном жиме гантелей на скамье - поочередное выполнение требует хорошей межмышечной координации и контроля стабилизации. Начинайте с легких весов для освоения техники.",2024-01-15T10:00:00Z
102,dumbbell-bench-press-alternating-floor,"Начинайте с доминирующей стороны для правильной техники - выполнение начинается с более сильной руки для освоения координации. Включайте это упражнение в середину тренировки груди после основных жимовых упражнений.",2024-01-15T10:00:00Z
103,alternating-dumbbell-bench-press,"Отличное упражнение для развития антиротационной силы кора и функциональной силы верхней части тела с увеличенным диапазоном движения. Поочередное выполнение на скамье требует активной работы косых мышц живота и других стабилизаторов корпуса для предотвращения ротации позвоночника на протяжении всей амплитуды движения.",2024-01-15T10:00:00Z
104,alternating-dumbbell-bench-press,"Используйте вес на 15-20% легче чем при обычном жиме гантелей на скамье обеими руками - поочередное выполнение с увеличенной амплитудой требует отличной межмышечной координации и контроля стабилизации. Начинайте с легких весов для освоения техники и стабилизации на протяжении всей амплитуды движения.",2024-01-15T10:00:00Z
105,alternating-dumbbell-bench-press,"Начинайте с доминирующей стороны для правильной техники - выполнение начинается с более сильной руки для освоения координации с увеличенной амплитудой. Включайте это упражнение в середину тренировки груди после основных жимовых упражнений. Увеличенный диапазон движения требует больше времени для освоения по сравнению с версией на полу.",2024-01-15T10:00:00Z
106,neutral-grip-barbell-bench-press,"Отлично подходит для суперсетов с тяговыми упражнениями (например, тяга штанги в наклоне или подтягивания) для сбалансированного развития верхней части тела. Выполняйте 3-4 подхода жима, затем сразу переходите к тяговому упражнению без отдыха.",2024-01-15T10:00:00Z
107,neutral-grip-barbell-bench-press,"Можно использовать как основное упражнение для груди или как дополнение к классическому жиму штанги. Если используете как основное, выполняйте 4-5 подходов по 6-10 повторений. Если как дополнение, выполняйте 3-4 подхода по 8-12 повторений после основного жима.",2024-01-15T10:00:00Z
108,neutral-grip-barbell-bench-press,"Рекомендуется выполнять 2-3 раза в неделю с 48 часами отдыха между тренировками груди для оптимального восстановления. Не перетренировывайте мышцы - давайте им время на восстановление и рост.",2024-01-15T10:00:00Z
109,kettlebell-floor-press,"Начинайте с веса, который позволяет выполнить 10-12 повторений с правильной техникой на каждую руку, затем постепенно увеличивайте нагрузку. Положение на полу ограничивает диапазон движения, поэтому можно использовать более тяжелые веса по сравнению с жимом на скамье.",2024-01-15T10:00:00Z
110,kettlebell-floor-press,"Для развития силы выполняйте 3-5 подходов по 6-8 повторений на каждую руку с весом 70-80% от максимума. Для массы - 3-4 подхода по 8-12 повторений с весом 60-70%. Всегда выполняйте одинаковое количество повторений на каждую руку для симметричного развития.",2024-01-15T10:00:00Z
111,kettlebell-floor-press,"Включайте это упражнение в начало или середину тренировки груди, когда мышцы еще свежие. Отлично подходит для домашних тренировок и может выполняться как основное упражнение для груди или как дополнение к другим жимовым упражнениям.",2024-01-15T10:00:00Z
112,landmine-press,"Начинайте с веса, который позволяет выполнить 12-15 повторений с правильной техникой и стабильностью корпуса, затем постепенно увеличивайте нагрузку. Стоячее положение требует хорошей базовой силы кора, поэтому убедитесь, что можете поддерживать стабильность на протяжении всего подхода.",2024-01-15T10:00:00Z
113,landmine-press,"Для развития силы выполняйте 3-5 подходов по 8-12 повторений с весом 65-80% от максимума. Для массы - 3-4 подхода по 10-15 повторений с весом 60-75%. Для функциональной силы - 3-4 подхода по 12-18 повторений с весом 55-70%. Отдых между подходами 90-150 секунд.",2024-01-15T10:00:00Z
114,landmine-press,"Включайте это упражнение в середину или конец тренировки груди после основных жимовых упражнений. Отлично подходит для развития функциональной силы и стабилизации корпуса. Можно использовать как основное упражнение в функциональных тренировках или как дополнение к классическим жимам для полного развития мышц верхней части тела.",2024-01-15T10:00:00Z
115,trx-push-ups,"Начинайте с 3 подходов по 6-10 повторений с отдыхом 90-150 секунд между подходами. Выполняйте упражнение медленно и контролируемо, фокусируясь на технике контроля TRX петель. Не увеличивайте количество повторений за счет качества техники. По мере роста силы постепенно увеличивайте количество повторений до 10-15.",2024-01-15T10:00:00Z
116,trx-push-ups,"Для развития силы и массы выполняйте 3-4 подхода по 6-12 повторений с отдыхом 90-150 секунд. Для выносливости - 3-4 подхода по 12-15 повторений. Для максимальной силы - 3-4 подхода по 6-8 повторений. Контроль техники и стабильности TRX петель важнее, чем количество повторений. Регулируйте сложность изменением угла наклона тела.",2024-01-15T10:00:00Z
117,trx-push-ups,"Включайте это упражнение в середину тренировки, после разминки и разогрева. Не выполняйте первым в тренировке, так как требуются теплые и готовые мышцы для безопасного контроля нестабильных TRX петель. Можно включать в тренировку груди, плеч или функциональной тренировки. Отлично подходит для развития функциональной силы и стабильности корпуса.",2024-01-15T10:00:00Z
118,diamond-push-ups,"Начинайте с 3 подходов по 6-10 повторений с отдыхом 90-150 секунд между подходами. Выполняйте упражнение медленно и контролируемо, фокусируясь на правильной технике и положении рук в форме ромба. Не увеличивайте количество повторений за счет качества техники. По мере роста силы постепенно увеличивайте количество повторений до 10-15.",2024-01-15T10:00:00Z
119,diamond-push-ups,"Для развития силы трицепсов выполняйте 3-5 подходов по 6-12 повторений с отдыхом 90-150 секунд. Для массы - 3-4 подхода по 8-15 повторений. Для выносливости - 3-4 подхода по 12-20 повторений. Контроль техники и правильное положение рук важнее, чем количество повторений. При дискомфорте в запястьях или локтях уменьшите количество повторений или используйте упоры для отжиманий.",2024-01-15T10:00:00Z
120,diamond-push-ups,"Включайте это упражнение в середину или конец тренировки груди или трицепсов, после основных жимовых упражнений. Не выполняйте первым в тренировке, так как требуются разогретые мышцы и суставы для безопасного выполнения. Отлично подходит для завершения тренировки груди с акцентом на трицепсы и внутреннюю часть груди. Можно включать в домашние тренировки или тренировки с собственным весом.",2024-01-15T10:00:00Z
121,push-ups-with-pause,"Начинайте с 3 подходов по 5-8 повторений с отдыхом 90-180 секунд между подходами. Пауза в нижней точке значительно усложняет упражнение, поэтому количество повторений будет меньше, чем в обычных отжиманиях. Не увеличивайте количество повторений за счет качества техники или времени паузы.",2024-01-15T10:00:00Z
122,push-ups-with-pause,"Для развития силы выполняйте 3-5 подходов по 5-10 повторений с отдыхом 90-180 секунд. Для массы - 3-4 подхода по 6-12 повторений. Для выносливости - 3-4 подхода по 8-15 повторений. Пауза увеличивает время под напряжением, поэтому отдых должен быть достаточным для восстановления.",2024-01-15T10:00:00Z
123,push-ups-with-pause,"Включайте это упражнение в середину или конец тренировки груди, после основных жимовых упражнений. Пауза устраняет рефлекторное сокращение мышц и требует большей силы для начала движения, что делает упражнение отличным инструментом для развития силы в нижней точке движения. Отлично подходит для домашних тренировок и развития функциональной силы верхней части тела.",2024-01-15T10:00:00Z
124,archer-push-ups,"Начинайте с минимального количества повторений - 1-2 повторения на каждую сторону с отдыхом 2-3 минуты между подходами. Односторонняя нагрузка создает экстремальные требования к силе и стабильности, поэтому количество повторений будет значительно меньше, чем в обычных отжиманиях. Не увеличивайте количество повторений за счет качества техники.",2024-01-15T10:00:00Z
125,archer-push-ups,"Для развития максимальной силы выполняйте 3-5 подходов по 3-5 повторений на каждую сторону с отдыхом 2-3 минуты. Для массы - 3-4 подхода по 4-8 повторений. Для выносливости - 3-4 подхода по 5-10 повторений. Односторонняя нагрузка требует достаточного отдыха для восстановления между подходами и сторонами.",2024-01-15T10:00:00Z
126,archer-push-ups,"Включайте это упражнение в конец тренировки груди, после основных жимовых упражнений, когда мышцы уже разогреты и готовы к экстремальной нагрузке. Односторонняя работа развивает функциональную силу, улучшает межмышечную координацию и выявляет мышечные дисбалансы. Отлично подходит для спортсменов и продвинутых любителей фитнеса, стремящихся развить максимальную силу и стабильность.",2024-01-15T10:00:00Z
127,barbell-floor-press,"Для развития lockout-силы выполняйте 3-5 подходов по 4-6 повторений с весом 80-90% от жима лежа. Концентрируйтесь на паузе в нижней точке и взрывном разгибании, отдых 2-3 минуты.",2025-11-08T10:00:00Z
