id,exercise_id,tip,created_at
32,dumbbell-fly-floor,"Выдыхайте медленно при сведении гантелей, сосредоточьтесь на сжатии грудных мышц.",2024-01-15T10:00:00Z
33,dumbbell-fly-floor,Используйте ритмичное дыхание - это особенно важно для начинающих при освоении техники.,2024-01-15T10:00:00Z
34,dumbbell-fly-incline-bench,"Вдохните глубоко при разведении гантелей в стороны, наклонное положение требует более контролируемого дыхания.",2024-01-15T10:00:00Z
35,dumbbell-fly-incline-bench,"Выдыхайте медленно при сведении гантелей, сосредоточьтесь на сжатии верхней части грудных мышц.",2024-01-15T10:00:00Z
36,dumbbell-fly-incline-bench,Не задерживайте дыхание в растянутой позиции - это особенно важно при наклонном положении.,2024-01-15T10:00:00Z
37,cable-fly-flat,"Вдохните глубоко при разведении рук в стороны, постоянное натяжение кабелей требует контролируемого дыхания.",2024-01-15T10:00:00Z
38,cable-fly-flat,"Выдыхайте медленно при сведении рук, сосредоточьтесь на сжатии грудных мышц с постоянным натяжением.",2024-01-15T10:00:00Z
39,cable-fly-flat,Не задерживайте дыхание в растянутой позиции - постоянное натяжение кабелей требует ритмичного дыхания.,2024-01-15T10:00:00Z
40,cable-fly-standing,"Вдохните глубоко при разведении рук в стороны, стоячее положение требует более контролируемого дыхания и стабилизации.",2024-01-15T10:00:00Z
41,cable-fly-standing,"Выдыхайте медленно при сведении рук, сосредоточьтесь на сжатии грудных мышц с постоянным натяжением.",2024-01-15T10:00:00Z
42,cable-fly-standing,Не задерживайте дыхание в растянутой позиции - стоячее положение требует ритмичного дыхания для поддержания стабильности.,2024-01-15T10:00:00Z
43,pec-deck-fly,"Вдохните глубоко при разведении рук в стороны, фиксированная траектория позволяет лучше контролировать дыхание.",2024-01-15T10:00:00Z
44,pec-deck-fly,"Выдыхайте медленно при сведении рук, сосредоточьтесь на сжатии грудных мышц с контролируемым движением.",2024-01-15T10:00:00Z
45,pec-deck-fly,Не задерживайте дыхание в растянутой позиции - фиксированная траектория требует ритмичного дыхания для максимальной эффективности.,2024-01-15T10:00:00Z
46,cable-crossover-low-to-high,"Вдохните глубоко при разведении рук в стороны и вверх, стоячее положение требует контролируемого дыхания.",2024-01-15T10:00:00Z
47,cable-crossover-low-to-high,"Выдыхайте медленно при сведении рук, сосредоточьтесь на сжатии верхней части грудных мышц с постоянным натяжением.",2024-01-15T10:00:00Z
48,cable-crossover-low-to-high,Не задерживайте дыхание в растянутой позиции - постоянное натяжение кабелей требует ритмичного дыхания для максимальной эффективности.,2024-01-15T10:00:00Z
49,dumbbell-pullover,"Вдохните глубоко при опускании гантели за голову, глубокое дыхание помогает расширению грудной клетки.",2024-01-15T10:00:00Z
50,dumbbell-pullover,"Выдыхайте медленно при подъеме гантели, сосредоточьтесь на сжатии грудных мышц и широчайших.",2024-01-15T10:00:00Z
51,dumbbell-pullover,Не задерживайте дыхание в растянутой позиции - глубокое дыхание помогает максимальному растяжению грудных мышц.,2024-01-15T10:00:00Z
52,resistance-band-fly,"Вдохните глубоко при разведении рук в стороны, постоянное натяжение лент требует контролируемого дыхания.",2024-01-15T10:00:00Z
53,resistance-band-fly,"Выдыхайте медленно при сведении рук, сосредоточьтесь на сжатии грудных мышц с постоянным натяжением.",2024-01-15T10:00:00Z
54,resistance-band-fly,Не задерживайте дыхание в растянутой позиции - постоянное натяжение лент требует ритмичного дыхания для максимальной эффективности.,2024-01-15T10:00:00Z
55,incline-barbell-bench-press,"Вдохните глубоко перед началом движения вниз, это поможет стабилизировать корпус и подготовить мышцы к максимальной нагрузке на наклонной скамье.",2024-01-15T10:00:00Z
56,incline-barbell-bench-press,"Выдыхайте мощно и контролируемо при подъеме штанги, это поможет генерировать максимальную силу и поддерживать стабильность в наклонном положении.",2024-01-15T10:00:00Z
57,incline-barbell-bench-press,При работе с максимальными весами допустимо кратковременное использование техники Вальсальвы для дополнительной стабилизации на наклонной скамье.,2024-01-15T10:00:00Z
58,decline-barbell-bench-press,"Вдохните глубоко перед началом движения вниз, это поможет стабилизировать корпус и подготовить мышцы к максимальной нагрузке на скамье с отрицательным наклоном.",2024-01-15T10:00:00Z
59,decline-barbell-bench-press,"Выдыхайте мощно и контролируемо при подъеме штанги, это поможет генерировать максимальную силу и поддерживать стабильность в наклонном положении.",2024-01-15T10:00:00Z
60,decline-barbell-bench-press,"При работе с максимальными весами обязательно наличие страховщика! Допустимо кратковременное использование техники Вальсальвы для дополнительной стабилизации на скамье с отрицательным наклоном.",2024-01-15T10:00:00Z
61,close-grip-push-ups,"Вдохните глубоко перед началом движения вниз, это поможет стабилизировать корпус и подготовить мышцы к нагрузке с акцентом на трицепсы.",2024-01-15T10:00:00Z
62,close-grip-push-ups,"Выдыхайте мощно и контролируемо при отталкивании от пола, это поможет генерировать больше силы в трицепсах и поддерживать стабильность.",2024-01-15T10:00:00Z
63,close-grip-push-ups,Не задерживайте дыхание в верхней точке - продолжайте дышать ритмично для поддержания оптимального кровяного давления и эффективности упражнения.,2024-01-15T10:00:00Z
64,wide-grip-push-ups,"Вдохните глубоко перед началом движения вниз, это поможет стабилизировать корпус и подготовить мышцы к нагрузке. Широкая постановка рук требует хорошей гибкости плеч, поэтому контролируемое дыхание особенно важно.",2024-01-15T10:00:00Z
65,wide-grip-push-ups,"Выдыхайте мощно и контролируемо при отталкивании от пола, это поможет генерировать силу в грудных мышцах и поддерживать стабильность плечевых суставов при широкой постановке рук.",2024-01-15T10:00:00Z
66,wide-grip-push-ups,Не задерживайте дыхание во время выполнения упражнения - дышите ритмично для поддержания оптимального кровяного давления и эффективности. Контролируемое дыхание помогает избежать чрезмерного напряжения в плечевых суставах.,2024-01-15T10:00:00Z
67,decline-push-ups,"Вдохните глубоко перед началом движения вниз, это поможет стабилизировать корпус в наклонном положении и подготовить мышцы к нагрузке. Наклонное положение требует особого контроля дыхания.",2024-01-15T10:00:00Z
68,decline-push-ups,"Выдыхайте мощно и контролируемо при отталкивании от пола, это поможет генерировать силу в верхней части груди и поддерживать стабильность корпуса. Наклонное положение увеличивает нагрузку, поэтому выдох должен быть сильным, но контролируемым.",2024-01-15T10:00:00Z
69,decline-push-ups,НИКОГДА не задерживайте дыхание при наклонном положении - это может резко повысить артериальное давление и вызвать головокружение. Дышите ритмично и глубоко на протяжении всего движения. При малейшем дискомфорте или головокружении немедленно прекратите упражнение.,2024-01-15T10:00:00Z
70,incline-push-ups,"Вдохните глубоко перед началом движения вниз, это поможет стабилизировать корпус и подготовить мышцы к нагрузке. Упрощенная версия отжиманий позволяет лучше контролировать дыхание и освоить правильную технику.",2024-01-15T10:00:00Z
71,incline-push-ups,"Выдыхайте мощно и контролируемо при подъеме тела, это поможет генерировать больше силы и поддерживать стабильность. Не задерживайте дыхание даже в упрощенной версии упражнения.",2024-01-15T10:00:00Z
72,incline-push-ups,"Не задерживайте дыхание в верхней точке - продолжайте дышать ритмично для поддержания оптимального кровяного давления. Упрощенная версия отжиманий идеально подходит для освоения правильного дыхания перед переходом к обычным отжиманиям.",2024-01-15T10:00:00Z
73,plyometric-push-ups,"Вдохните глубоко при опускании вниз - это стабилизирует корпус и подготавливает мышцы к взрывному движению. Глубокий вдох критичен для генерации максимальной мощности.",2024-01-15T10:00:00Z
74,plyometric-push-ups,"Выдохните резко и быстро во время взрывного движения и отрыва рук от пола. Резкий выдох помогает создать дополнительную силу и стабилизировать корпус в воздухе.",2024-01-15T10:00:00Z
75,plyometric-push-ups,Не задерживайте дыхание между повторениями - используйте короткие быстрые вдохи между взрывными движениями. Правильное дыхание критично для поддержания интенсивности и предотвращения усталости.,2024-01-15T10:00:00Z
76,ring-push-ups,"Вдохните глубоко при медленном опускании тела - это стабилизирует корпус и помогает поддерживать контроль над кольцами. Контролируемое дыхание критически важно для стабилизации нестабильных колец.",2024-01-15T10:00:00Z
77,ring-push-ups,"Выдохните мощно и контролируемо при отталкивании от колец - это помогает создать дополнительную силу и стабилизировать кольца на фазе подъема. Ритмичное дыхание поддерживает контроль.",2024-01-15T10:00:00Z
78,ring-push-ups,Не задерживайте дыхание в любой точке движения - продолжайте дышать ритмично для поддержания контроля и стабильности. Контролируемое дыхание помогает поддерживать концентрацию на контроле колец.,2024-01-15T10:00:00Z
79,dumbbell-press-neutral-grip,"Вдохните глубоко перед началом движения вниз - это стабилизирует корпус и подготовит мышцы к нагрузке. Глубокий вдох особенно важен при нейтральном хвате для поддержания правильной техники.",2024-01-15T10:00:00Z
80,dumbbell-press-neutral-grip,"Выдохните мощно и контролируемо при жиме гантелей вверх - это поможет генерировать больше силы и поддерживать стабильность корпуса. Выдох должен быть синхронизирован с движением.",2024-01-15T10:00:00Z
81,dumbbell-press-neutral-grip,Не задерживайте дыхание в верхней точке - продолжайте дышать ритмично для поддержания оптимального кровяного давления и концентрации на нейтральном хвате.,2024-01-15T10:00:00Z
84,smith-machine-incline-bench-press,"Вдохните глубоко перед началом движения вниз, это поможет стабилизировать корпус и подготовить мышцы к нагрузке. Наклонное положение требует более контролируемого дыхания.",2024-01-15T10:00:00Z
85,smith-machine-incline-bench-press,"Выдыхайте мощно и контролируемо при подъеме штанги, это поможет генерировать больше силы и поддерживать стабильность. Наклонное положение увеличивает важность контролируемого выдоха.",2024-01-15T10:00:00Z
86,smith-machine-incline-bench-press,"Не задерживайте дыхание в верхней точке - продолжайте дышать ритмично для поддержания оптимального кровяного давления. Особенно важно при наклонном положении для предотвращения головокружения.",2024-01-15T10:00:00Z
87,smith-machine-decline-bench-press,"Вдохните глубоко перед началом движения вниз, это поможет стабилизировать корпус и подготовить мышцы к нагрузке. Положение головой вниз требует особого контроля дыхания для предотвращения головокружения.",2024-01-15T10:00:00Z
88,smith-machine-decline-bench-press,"Выдыхайте мощно и контролируемо при подъеме штанги, это поможет генерировать больше силы и поддерживать стабильность. Положение вниз головой увеличивает важность контролируемого выдоха для предотвращения повышения давления.",2024-01-15T10:00:00Z
89,smith-machine-decline-bench-press,"НИКОГДА не задерживайте дыхание в положении головой вниз - это может резко повысить артериальное давление и вызвать головокружение или обморок. Дышите ритмично и глубоко на протяжении всего движения. При малейшем дискомфорте немедленно прекратите упражнение.",2024-01-15T10:00:00Z
90,cable-crossover-high-to-low,"Вдохните глубоко при разведении рук в стороны и вверх в исходное положение, стоячее положение с кабелями сверху требует контролируемого дыхания.",2024-01-15T10:00:00Z
91,cable-crossover-high-to-low,"Выдыхайте медленно при сведении рук вниз и внутрь к центру, сосредоточьтесь на сжатии нижней части грудных мышц с постоянным натяжением кабелей.",2024-01-15T10:00:00Z
92,cable-crossover-high-to-low,Не задерживайте дыхание в растянутой позиции - постоянное натяжение кабелей и стоячее положение требуют ритмичного дыхания для максимальной эффективности и поддержания стабильности корпуса.,2024-01-15T10:00:00Z
93,one-arm-push-up,"Глубокий вдох перед началом движения стабилизирует корпус через создание внутрибрюшного давления, критически важно для предотвращения ротации позвоночника при односторонней работе.",2024-01-15T10:00:00Z
94,one-arm-push-up,"Мощный контролируемый выдох при подъеме помогает генерировать силу и поддерживать стабильность корпуса. Выдох синхронизирован с усилием для максимальной эффективности и безопасности.",2024-01-15T10:00:00Z
95,one-arm-push-up,Никогда не задерживайте дыхание при односторонних упражнениях - это может привести к потере контроля и травме. Ритмичное дыхание поддерживает концентрацию и стабильность на протяжении всего подхода.,2024-01-15T10:00:00Z
96,cable-pullover,"Вдохните глубоко при опускании рукоятки за голову, глубокое дыхание помогает расширению грудной клетки и растяжению широчайших и грудных мышц.",2024-01-15T10:00:00Z
97,cable-pullover,"Выдыхайте мощно и контролируемо при подъеме рукоятки над головой, возвращаясь в исходное положение. Сосредоточьтесь на сжатии широчайших мышц.",2024-01-15T10:00:00Z
98,cable-pullover,Не задерживайте дыхание в растянутой позиции - это может повысить артериальное давление и снизить эффективность упражнения. Контролируйте постоянное натяжение кабеля на протяжении всего движения.,2024-01-15T10:00:00Z
99,dumbbell-fly-decline-bench,"Вдохните глубоко при разведении гантелей в стороны, это поможет растянуть нижнюю часть грудных мышц и подготовить их к сокращению. Положение головой вниз требует особого контроля дыхания.",2024-01-15T10:00:00Z
100,dumbbell-fly-decline-bench,"Выдыхайте медленно и контролируемо при сведении гантелей, это поможет сжать нижнюю часть грудных мышц и поддерживать напряжение. Контролируемое дыхание критически важно для предотвращения головокружения.",2024-01-15T10:00:00Z
101,dumbbell-fly-decline-bench,"Не задерживайте дыхание в растянутой позиции - особенно опасно в положении головой вниз, может вызвать резкое повышение артериального давления и головокружение. При любом дискомфорте немедленно прекратите упражнение.",2024-01-15T10:00:00Z
102,weighted-push-ups,"Вдохните глубоко перед началом движения вниз - дополнительный вес усложняет дыхание, поэтому особенно важно делать глубокий вдох для подготовки мышц и стабилизации корпуса.",2024-01-15T10:00:00Z
103,weighted-push-ups,"Выдыхайте мощно и контролируемо при отталкивании от пола - дополнительный вес требует больше усилия, поэтому мощный выдох поможет генерировать больше силы и поддерживать стабильность под нагрузкой.",2024-01-15T10:00:00Z
104,weighted-push-ups,"Не задерживайте дыхание под дополнительным весом - это особенно опасно, так как дополнительное отягощение усложняет дыхание и может привести к повышению давления и потере контроля. Дышите ритмично на протяжении всего движения.",2024-01-15T10:00:00Z
105,dumbbell-bench-press-alternating-floor,"Вдох при опускании одной гантели к груди, выдох при жиме вверх - контролируемое дыхание критически важно для поддержания стабильности кора и предотвращения ротации корпуса во время поочередного выполнения.",2024-01-15T10:00:00Z
106,dumbbell-bench-press-alternating-floor,"Поддерживайте постоянное дыхание для стабилизации кора на протяжении всего движения - не допускайте задержек дыхания между повторениями, это может привести к потере контроля и травме позвоночника.",2024-01-15T10:00:00Z
107,dumbbell-bench-press-alternating-floor,"Не задерживайте дыхание между повторениями - поочередное выполнение требует максимальной концентрации на стабилизации, поэтому правильное дыхание помогает создавать внутрибрюшное давление для поддержания стабильности.",2024-01-15T10:00:00Z
108,alternating-dumbbell-bench-press,"Вдохните глубоко перед началом движения вниз каждой рукой - увеличенный диапазон движения на скамье требует более осознанного контроля дыхания. Глубокий вдох помогает стабилизировать корпус и подготовить мышцы к нагрузке на протяжении всей амплитуды движения.",2024-01-15T10:00:00Z
109,alternating-dumbbell-bench-press,"Выдыхайте мощно и контролируемо при жиме гантели вверх - это помогает генерировать больше силы и поддерживать стабильность корпуса на протяжении всей амплитуды движения. Контролируемое дыхание критически важно для предотвращения ротации позвоночника.",2024-01-15T10:00:00Z
110,alternating-dumbbell-bench-press,"Не задерживайте дыхание между повторениями и между руками - поочередное выполнение на скамье с увеличенной амплитудой требует максимальной концентрации на стабилизации. Правильное дыхание помогает создавать внутрибрюшное давление для поддержания стабильности кора на протяжении всей амплитуды движения.",2024-01-15T10:00:00Z
111,incline-alternating-dumbbell-press,"Вдохните глубоко перед началом движения вниз каждой рукой - наклонное положение с увеличенным диапазоном движения требует более осознанного контроля дыхания. Глубокий вдох помогает стабилизировать корпус и подготовить мышцы к нагрузке на протяжении всей амплитуды движения в наклонном положении.",2024-01-15T10:00:00Z
112,incline-alternating-dumbbell-press,"Выдыхайте мощно и контролируемо при жиме гантели вверх - наклонное положение требует еще более контролируемого дыхания для поддержания стабильности корпуса. Контролируемое дыхание критически важно для предотвращения ротации позвоночника и поддержания правильной техники в наклонном положении.",2024-01-15T10:00:00Z
113,incline-alternating-dumbbell-press,"Не задерживайте дыхание между повторениями и между руками - поочередное выполнение в наклонном положении с увеличенной амплитудой требует максимальной концентрации на стабилизации. Правильное дыхание помогает создавать внутрибрюшное давление для поддержания стабильности кора на протяжении всей амплитуды движения. Наклонное положение увеличивает требования к контролю дыхания.",2024-01-15T10:00:00Z
114,neutral-grip-barbell-bench-press,"Не задерживайте дыхание при максимальных весах - хотя техника Вальсальвы может помочь при тяжелых подходах, не злоупотребляйте ею. Правильное дыхание помогает поддерживать стабильность корпуса и обеспечивает оптимальное снабжение мышц кислородом.",2024-01-15T10:00:00Z
115,neutral-grip-barbell-bench-press,"Мощный выдох при подъеме штанги помогает стабилизировать корпус и создает дополнительную силу для движения. Выдох должен быть контролируемым, но мощным, синхронизированным с фазой подъема.",2024-01-15T10:00:00Z
116,neutral-grip-barbell-bench-press,"Используйте технику Вальсальвы при работе с тяжелыми весами (85%+ от максимума) для дополнительной стабилизации позвоночника. Сделайте глубокий вдох перед началом повторения, задержите дыхание во время движения, затем выдохните в верхней точке. Не используйте эту технику при каждом подходе.",2024-01-15T10:00:00Z
117,kettlebell-floor-press,"Вдохните глубоко перед началом движения вниз, это поможет стабилизировать корпус и подготовить мышцы к нагрузке. Положение на полу требует особого контроля дыхания для поддержания стабильности.",2024-01-15T10:00:00Z
118,kettlebell-floor-press,"Выдыхайте мощно и контролируемо при подъеме гири, это поможет генерировать больше силы и поддерживать стабильность. Уникальная форма гири требует особого контроля, поэтому правильное дыхание критически важно.",2024-01-15T10:00:00Z
119,kettlebell-floor-press,"Не задерживайте дыхание в верхней точке - продолжайте дышать ритмично для поддержания оптимального кровяного давления. Контролируемое дыхание помогает поддерживать стабильность и предотвращает потерю контроля над гирей.",2024-01-15T10:00:00Z
120,landmine-press,"Вдохните глубоко перед началом движения вниз - стоячее положение требует активной работы кора для стабилизации, поэтому глубокий вдох помогает создать внутрибрюшное давление для стабилизации позвоночника и подготовки мышц к нагрузке.",2024-01-15T10:00:00Z
121,landmine-press,"Выдыхайте мощно и контролируемо при жиме штанги вперед и вверх - стоячее положение требует максимальной стабилизации корпуса, поэтому мощный выдох помогает генерировать силу и поддерживать стабильность позвоночника на протяжении всего движения.",2024-01-15T10:00:00Z
122,landmine-press,"Не задерживайте дыхание во время выполнения упражнения - стоячее положение с активной работой кора требует ритмичного дыхания для поддержания стабильности позвоночника. Задержка дыхания может привести к потере контроля и нарушению стабильности корпуса.",2024-01-15T10:00:00Z
123,trx-push-ups,"Вдохните глубоко перед началом движения вниз - это поможет стабилизировать корпус и подготовить мышцы к нагрузке. Нестабильность TRX петель требует более осознанного контроля дыхания по сравнению с обычными отжиманиями, поэтому глубокий вдох критически важен для поддержания стабильности.",2024-01-15T10:00:00Z
124,trx-push-ups,"Выдыхайте мощно и контролируемо при отталкивании от TRX петель и подъеме вверх - это поможет стабилизировать корпус и создать дополнительную силу для контроля петель. Выдох при подъеме помогает поддерживать стабильность и предотвращает потерю контроля над петлями.",2024-01-15T10:00:00Z
125,trx-push-ups,"Не задерживайте дыхание во время выполнения упражнения - нестабильность TRX петель требует ритмичного дыхания для поддержания контроля и стабильности. Задержка дыхания может привести к потере контроля над петлями и нарушению стабильности корпуса. Дышите ритмично на протяжении всего движения.",2024-01-15T10:00:00Z
126,diamond-push-ups,"Вдохните глубоко перед началом движения вниз - это поможет стабилизировать корпус и подготовить мышцы к повышенной нагрузке. Узкая постановка рук требует больше усилий от трицепсов, поэтому глубокий вдох критически важен для поддержания стабильности и правильной техники.",2024-01-15T10:00:00Z
127,diamond-push-ups,"Выдыхайте мощно и контролируемо при отталкивании от пола и подъеме вверх - это поможет стабилизировать корпус и создать дополнительную силу для преодоления повышенного сопротивления. Выдох при подъеме помогает поддерживать стабильность и предотвращает компенсации, которые могут привести к травме запястий или локтей.",2024-01-15T10:00:00Z
128,diamond-push-ups,"Не задерживайте дыхание во время выполнения упражнения - узкая постановка рук создает повышенную нагрузку на запястья и локти, поэтому ритмичное дыхание критически важно для поддержания контроля и предотвращения повышения давления. Задержка дыхания может привести к потере контроля и травме. Дышите ритмично на протяжении всего движения.",2024-01-15T10:00:00Z
129,push-ups-with-pause,"Вдохните глубоко перед началом движения вниз - это поможет стабилизировать корпус и подготовить мышцы к нагрузке. Глубокий вдох критически важен для поддержания стабильности во время паузы в нижней точке.",2024-01-15T10:00:00Z
130,push-ups-with-pause,"Во время паузы в нижней точке дышите контролируемо, не задерживайте дыхание более чем на 2-3 секунды. Если пауза длится дольше, делайте короткие вдохи-выдохи для поддержания комфортного дыхания и предотвращения повышения давления.",2024-01-15T10:00:00Z
131,push-ups-with-pause,"Выдыхайте мощно и контролируемо при отталкивании от пола после паузы - это поможет стабилизировать корпус и создать дополнительную силу для преодоления повышенного сопротивления после паузы. Выдох должен быть синхронизирован с началом движения вверх.",2024-01-15T10:00:00Z
132,archer-push-ups,"Вдохните глубоко перед началом движения вниз с смещением веса на рабочую руку - это поможет стабилизировать корпус и подготовить мышцы к экстремальной односторонней нагрузке. Глубокий вдох создает внутрибрюшное давление, необходимое для стабилизации позвоночника при односторонней работе.",2024-01-15T10:00:00Z
133,archer-push-ups,"Выдыхайте мощно и контролируемо при отталкивании от пола рабочей рукой - это поможет стабилизировать корпус и создать дополнительную силу для преодоления повышенного сопротивления. Выдох должен быть синхронизирован с началом движения вверх и помогает предотвратить ротацию позвоночника.",2024-01-15T10:00:00Z
134,archer-push-ups,"Не задерживайте дыхание во время односторонней нагрузки - это может привести к повышению давления и потере контроля. Дышите ритмично, синхронизируя дыхание с движением. Правильное дыхание критически важно для поддержания стабильности корпуса и предотвращения компенсаций при односторонней работе.",2024-01-15T10:00:00Z
135,barbell-floor-press,"Сделайте глубокий вдох перед снятием штанги и сохраняйте внутрибрюшное давление до нижней точки, чтобы стабилизировать плечи и грудной отдел.",2025-11-08T10:00:00Z
136,barbell-floor-press,"Во время касания локтями пола удерживайте короткую паузу на вдохе, затем начните мощный контролируемый выдох при старте жима вверх.",2025-11-08T10:00:00Z
137,barbell-floor-press,"Избегайте длительной задержки дыхания в верхней точке — выполните дополнительный короткий вдох-выдох перед следующим повторением, сохраняя напряжение пресса.",2025-11-08T10:00:00Z
138,hammer-strength-chest-press,"Вдохните глубоко перед тем как плавно опускать рукоятки к груди — это стабилизирует корпус и удержит лопатки сведёнными.",2025-11-08T10:15:00Z
139,hammer-strength-chest-press,"Выдыхайте мощно при жиме рукояток вперёд, сохраняя напряжение мышц кора и не разгибая локти до щелчка.",2025-11-08T10:15:00Z
140,hammer-strength-chest-press,"Между повторениями поддерживайте спокойный ритм дыхания: короткий вдох, контролируемый выдох — это помогает держать давление под контролем и не терять технику.",2025-11-08T10:15:00Z
141,standing-cable-crossover-press,"Сделайте глубокий вдох до начала движения и распределите вес между ногами — дыхание поможет стабилизировать корпус в разножке.",2025-11-08T11:00:00Z
142,standing-cable-crossover-press,"На эксцентрической фазе вдыхайте медленно, позволяя грудной клетке раскрыться, но сохраняйте лёгкое натяжение тросов.",2025-11-08T11:00:00Z
143,standing-cable-crossover-press,"Выдыхайте мощно при жиме вперёд, слегка поджимая рёбра, чтобы не прогибать поясницу и удерживать пресс в напряжении.",2025-11-08T11:00:00Z
144,incline-hammer-strength-press,"Перед каждым опусканием сделайте глубокий вдох через нос, расширяя грудную клетку и прижимая лопатки к спинке; на мощном выдохе через рот выжимайте рукоятки, сохраняя пресс в напряжении и избегая задержки дыхания на наклонном сиденье.",2025-11-08T12:00:00Z
145,incline-hammer-strength-press,"На эксцентрической фазе вдыхайте медленно, контролируя движение рукояток и не позволяя локтям опускаться ниже комфортной глубины — плавный вдох помогает удерживать лопатки сведёнными.",2025-11-08T12:00:00Z
