id,exercise_id,url,type,alt_text,duration,thumbnail_url,width,height,is_primary,sort_order,created_at
11,dumbbell-fly-flat-bench,https://example.com/media/dumbbell-fly-flat-bench-video.mp4,video,"Разведение гантелей лежа - видео с правильной техникой",45,https://example.com/media/dumbbell-fly-flat-bench-thumb.jpg,800,600,false,2,2024-01-15T10:00:00Z
12,dumbbell-fly-floor,https://example.com/media/dumbbell-fly-floor.jpg,image,"Разведение гантелей лежа на полу - правильная техника выполнения",,,800,600,true,1,2024-01-15T10:00:00Z
13,dumbbell-fly-floor,https://example.com/media/dumbbell-fly-floor-video.mp4,video,"Разведение гантелей на полу - видео демонстрация",35,https://example.com/media/dumbbell-fly-floor-thumb.jpg,800,600,false,2,2024-01-15T10:00:00Z
14,dumbbell-fly-incline-bench,https://example.com/media/dumbbell-fly-incline-bench.jpg,image,"Разведение гантелей на наклонной скамье - правильная техника выполнения",,,800,600,true,1,2024-01-15T10:00:00Z
15,dumbbell-fly-incline-bench,https://example.com/media/dumbbell-fly-incline-bench-video.mp4,video,"Разведение гантелей на наклонной скамье - видео демонстрация",40,https://example.com/media/dumbbell-fly-incline-bench-thumb.jpg,800,600,false,2,2024-01-15T10:00:00Z
16,cable-fly-flat,https://example.com/media/cable-fly-flat.jpg,image,"Сведение рук в кроссовере лежа - правильная техника выполнения",,,800,600,true,1,2024-01-15T10:00:00Z
17,cable-fly-flat,https://example.com/media/cable-fly-flat-video.mp4,video,"Сведение рук в кроссовере лежа - видео демонстрация",45,https://example.com/media/cable-fly-flat-thumb.jpg,800,600,false,2,2024-01-15T10:00:00Z
18,cable-fly-standing,https://example.com/media/cable-fly-standing.jpg,image,"Сведение рук в кроссовере стоя - правильная техника выполнения",,,800,600,true,1,2024-01-15T10:00:00Z
19,cable-fly-standing,https://example.com/media/cable-fly-standing-video.mp4,video,"Сведение рук в кроссовере стоя - видео демонстрация",50,https://example.com/media/cable-fly-standing-thumb.jpg,800,600,false,2,2024-01-15T10:00:00Z
20,pec-deck-fly,https://example.com/media/pec-deck-fly.jpg,image,"Разведение в тренажере Пек-дек - правильная техника выполнения",,,800,600,true,1,2024-01-15T10:00:00Z
21,pec-deck-fly,https://example.com/media/pec-deck-fly-video.mp4,video,"Разведение в тренажере Пек-дек - видео демонстрация",40,https://example.com/media/pec-deck-fly-thumb.jpg,800,600,false,2,2024-01-15T10:00:00Z
22,cable-crossover-low-to-high,https://example.com/media/cable-crossover-low-to-high.jpg,image,"Кроссовер снизу вверх - правильная техника выполнения",,,800,600,true,1,2024-01-15T10:00:00Z
23,cable-crossover-low-to-high,https://example.com/media/cable-crossover-low-to-high-video.mp4,video,"Кроссовер снизу вверх - видео демонстрация",45,https://example.com/media/cable-crossover-low-to-high-thumb.jpg,800,600,false,2,2024-01-15T10:00:00Z
24,dumbbell-pullover,https://example.com/media/dumbbell-pullover.jpg,image,"Пуловер с гантелью - правильная техника выполнения",,,800,600,true,1,2024-01-15T10:00:00Z
25,dumbbell-pullover,https://example.com/media/dumbbell-pullover-video.mp4,video,"Пуловер с гантелью - видео демонстрация",50,https://example.com/media/dumbbell-pullover-thumb.jpg,800,600,false,2,2024-01-15T10:00:00Z
26,resistance-band-fly,https://example.com/media/resistance-band-fly.jpg,image,"Разведение с резиновыми лентами - правильная техника выполнения",,,800,600,true,1,2024-01-15T10:00:00Z
27,resistance-band-fly,https://example.com/media/resistance-band-fly-video.mp4,video,"Разведение с резиновыми лентами - видео демонстрация",35,https://example.com/media/resistance-band-fly-thumb.jpg,800,600,false,2,2024-01-15T10:00:00Z
28,incline-barbell-bench-press,https://example.com/media/incline-barbell-bench-press.jpg,image,"Жим штанги лежа на наклонной скамье - правильная техника выполнения",,,800,600,true,1,2024-01-15T10:00:00Z
29,decline-barbell-bench-press,https://example.com/media/decline-barbell-bench-press.jpg,image,"Жим штанги лежа на скамье с отрицательным наклоном - правильная техника выполнения",,,800,600,true,1,2024-01-15T10:00:00Z
30,close-grip-push-ups,https://example.com/media/close-grip-push-ups.jpg,image,"Отжимания с узкой постановкой рук - правильная техника выполнения",,,800,600,true,1,2024-01-15T10:00:00Z
31,wide-grip-push-ups,https://example.com/media/wide-grip-push-ups.jpg,image,"Отжимания с широкой постановкой рук - правильная техника выполнения",,,800,600,true,1,2024-01-15T10:00:00Z
32,decline-push-ups,https://example.com/media/decline-push-ups.jpg,image,"Отжимания с наклоном - ноги на возвышении - правильная техника выполнения",,,800,600,true,1,2024-01-15T10:00:00Z
33,incline-push-ups,https://example.com/media/incline-push-ups.jpg,image,"Отжимания с наклоном - руки на возвышении - правильная техника выполнения",,,800,600,true,1,2024-01-15T10:00:00Z
34,plyometric-push-ups,https://example.com/media/plyometric-push-ups.jpg,image,"Плиометрические отжимания - правильная техника взрывных движений и мягкого приземления",,,800,600,true,1,2024-01-15T10:00:00Z
35,ring-push-ups,https://example.com/media/ring-push-ups.jpg,image,"Отжимания на кольцах - правильная техника выполнения с контролем стабильности",,,800,600,true,1,2024-01-15T10:00:00Z
36,ring-push-ups,https://example.com/media/ring-push-ups-video.mp4,video,"Отжимания на кольцах - видео демонстрация техники",45,https://example.com/media/ring-push-ups-thumb.jpg,800,600,false,2,2024-01-15T10:00:00Z
37,dumbbell-press-neutral-grip,https://example.com/media/dumbbell-press-neutral-grip.jpg,image,"Жим гантелей с нейтральным хватом - правильная техника выполнения с ладонями, направленными друг к другу",,,800,600,true,1,2024-01-15T10:00:00Z
39,smith-machine-incline-bench-press,https://example.com/media/smith-machine-incline-bench-press.jpg,image,"Жим в машине Смита на наклонной скамье - правильная техника выполнения",,,800,600,true,1,2024-01-15T10:00:00Z
40,smith-machine-decline-bench-press,https://example.com/media/smith-machine-decline-bench-press.jpg,image,"Жим в машине Смита на скамье с отрицательным наклоном - правильная техника выполнения с надежной фиксацией ног",,,800,600,true,1,2024-01-15T10:00:00Z
41,cable-crossover-high-to-low,https://example.com/media/cable-crossover-high-to-low.jpg,image,"Кроссовер сверху вниз - правильная техника выполнения с кабелями в верхнем положении",,,800,600,true,1,2024-01-15T10:00:00Z
42,one-arm-push-up,https://example.com/media/one-arm-push-up.jpg,image,"Отжимания на одной руке - правильная техника выполнения с широкой постановкой ног и контролем корпуса",,,800,600,true,1,2024-01-15T10:00:00Z
43,hammer-chest-press-one-arm,https://example.com/media/hammer-chest-press-one-arm.jpg,image,"Жим в хаммере одной рукой - правильная техника выполнения с контролем стабильности корпуса и предотвращением ротации",,,800,600,true,1,2024-01-15T10:00:00Z
44,cable-pullover,https://example.com/media/cable-pullover.jpg,image,"Пуловер с кабелем - правильная техника выполнения стоя с блочным тренажером",,,800,600,true,1,2024-01-15T10:00:00Z
45,dumbbell-fly-decline-bench,https://example.com/media/dumbbell-fly-decline-bench.jpg,image,"Разведение гантелей на скамье с отрицательным наклоном - правильная техника выполнения с надежной фиксацией ног",,,800,600,true,1,2024-01-15T10:00:00Z
46,weighted-push-ups,https://example.com/media/weighted-push-ups.jpg,image,"Отжимания с весом - правильная техника выполнения с жилетом-утяжелителем и контролем корпуса",,,800,600,true,1,2024-01-15T10:00:00Z
47,dumbbell-bench-press-alternating-floor,https://example.com/media/dumbbell-bench-press-alternating-floor.jpg,image,"Жим гантелей поочередно лежа на полу - правильная техника выполнения с контролем стабильности корпуса",,,800,600,true,1,2024-01-15T10:00:00Z
48,alternating-dumbbell-bench-press,https://example.com/media/alternating-dumbbell-bench-press.jpg,image,"Жим гантелей поочередно лежа на горизонтальной скамье - правильная техника выполнения с контролем стабильности корпуса и предотвращением ротации",,,800,600,true,1,2024-01-15T10:00:00Z
49,incline-alternating-dumbbell-press,https://example.com/media/incline-alternating-dumbbell-press.jpg,image,"Жим гантелей поочередно лежа на наклонной скамье - правильная техника выполнения с контролем стабильности корпуса, предотвращением ротации и правильным положением в наклонном положении",,,800,600,true,1,2024-01-15T10:00:00Z
50,svend-press,https://example.com/media/svend-press.jpg,image,"Жим Свенда - правильная техника выполнения с сжатием диска между ладонями и выталкиванием вперед с контролем изометрического напряжения",,,800,600,true,1,2024-01-15T10:00:00Z
51,neutral-grip-barbell-bench-press,https://example.com/media/neutral-grip-barbell-bench-press.jpg,image,"Жим штанги с нейтральным хватом - правильная техника выполнения лежа на горизонтальной скамье со швейцарским грифом, нейтральный хват для безопасности плечевых суставов и акцента на трицепсы",,,800,600,true,1,2024-01-15T10:00:00Z
52,kettlebell-floor-press,https://example.com/media/kettlebell-floor-press.jpg,image,"Жим гири лежа на полу - правильная техника выполнения с контролем гири, ограниченным диапазоном движения и стабильностью корпуса",,,800,600,true,1,2024-01-15T10:00:00Z
53,landmine-press,https://example.com/media/landmine-press.jpg,image,"Жим лэндмайн - правильная техника выполнения стоя с контролем стабильности корпуса и правильной траекторией движения",,,800,600,true,1,2024-01-15T10:00:00Z
54,trx-push-ups,https://example.com/media/trx-push-ups.jpg,image,"Отжимания в TRX - правильная техника выполнения с контролем стабильности TRX петель и поддержанием прямой линии тела",,,800,600,true,1,2024-01-15T10:00:00Z
55,trx-push-ups,https://example.com/media/trx-push-ups-video.mp4,video,"Отжимания в TRX - видео демонстрация техники с контролем стабильности петель",45,https://example.com/media/trx-push-ups-thumb.jpg,800,600,false,2,2024-01-15T10:00:00Z
56,diamond-push-ups,https://example.com/media/diamond-push-ups.jpg,image,"Алмазные отжимания - правильная техника выполнения с узкой постановкой рук в форме ромба, акцент на трицепсы и внутреннюю часть груди",,,800,600,true,1,2024-01-15T10:00:00Z
57,push-ups-with-pause,https://example.com/media/push-ups-with-pause.jpg,image,"Отжимания с паузой - правильная техника выполнения с паузой на 2-3 секунды в нижней точке движения для увеличения времени под напряжением",,,800,600,true,1,2024-01-15T10:00:00Z
58,archer-push-ups,https://example.com/media/archer-push-ups.jpg,image,"Отжимания лучника - правильная техника выполнения с широкой постановкой рук, смещением веса на одну руку и вытягиванием второй руки в сторону, имитируя натяжение лука",,,800,600,true,1,2024-01-15T10:00:00Z
59,barbell-floor-press,https://example.com/media/barbell-floor-press.jpg,image,"Жим штанги лежа на полу - правильная техника с ограниченной амплитудой, выставленными упорами и контролем плеч",,,800,600,true,1,2025-11-08T10:00:00Z
60,hammer-strength-chest-press,https://example.com/media/hammer-strength-chest-press.jpg,image,"Жим от груди в тренажёре Hammer Strength — двустороннее выполнение с правильной посадкой, сведёнными лопатками и нейтральным хватом.",,,800,600,true,1,2025-11-08T10:15:00Z
61,standing-cable-crossover-press,https://example.com/media/standing-cable-crossover-press.jpg,image,"Жим в кроссовере стоя — исходное положение с ровной спиной и сведёнными лопатками",,,800,600,true,1,2025-11-08T11:00:00Z
62,standing-cable-crossover-press,https://example.com/media/standing-cable-crossover-press-video.mp4,video,"Жим в кроссовере стоя — видео с правильной техникой и сменой ведущей ноги",45,https://example.com/media/standing-cable-crossover-press-thumb.jpg,800,600,false,2,2025-11-08T11:00:00Z
63,incline-hammer-strength-press,https://example.com/media/incline-hammer-strength-press.jpg,image,"Жим в наклонном тренажёре Хаммер — верхняя точка с симметрично выпрямленными руками и прижатой спиной",,,800,600,true,1,2025-11-08T12:00:00Z
64,explosive-medicine-ball-press,https://example.com/media/explosive-medicine-ball-press.jpg,image,"Взрывной жим медболом — мощный бросок в стену из атлетической стойки",,,800,600,true,1,2025-11-08T13:00:00Z
65,pull-ups-wide-grip,https://example.com/media/pull-ups-wide-grip.jpg,image,"Подтягивания широким хватом — правильная техника выполнения с широким хватом",,,800,600,true,1,2025-11-08T14:00:00Z
66,pull-ups-medium-grip,https://example.com/media/pull-ups-medium-grip.jpg,image,"Подтягивания средним хватом — правильная техника выполнения с хватом на ширине плеч",,,800,600,true,1,2025-11-08T14:05:00Z
67,pull-ups-close-grip,https://example.com/media/pull-ups-close-grip.jpg,image,"Подтягивания узким хватом — правильная техника выполнения с узким хватом",,,800,600,true,1,2025-11-08T14:10:00Z
68,pull-ups-underhand-grip,https://example.com/media/pull-ups-underhand-grip.jpg,image,"Подтягивания обратным хватом — правильная техника выполнения с обратным хватом",,,800,600,true,1,2025-11-08T14:15:00Z
69,pull-ups-neutral-grip,https://example.com/media/pull-ups-neutral-grip.jpg,image,"Подтягивания нейтральным хватом — правильная техника выполнения с нейтральным хватом",,,800,600,true,1,2025-11-08T14:20:00Z
70,pull-ups-archer,https://example.com/media/pull-ups-archer.jpg,image,"Подтягивания лучника — правильная техника выполнения с односторонней нагрузкой",,,800,600,true,1,2025-11-08T15:00:00Z
71,pull-ups-one-arm,https://example.com/media/pull-ups-one-arm.jpg,image,"Подтягивания на одной руке — правильная техника выполнения с экстремальной односторонней нагрузкой",,,800,600,true,1,2025-11-08T15:05:00Z
72,pull-ups-weighted,https://example.com/media/pull-ups-weighted.jpg,image,"Подтягивания с отягощением — правильная техника выполнения с дополнительным весом",,,800,600,true,1,2025-11-08T15:10:00Z
73,pull-ups-l-sit,https://example.com/media/pull-ups-l-sit.jpg,image,"Подтягивания с L-ситом — правильная техника выполнения с удержанием ног в горизонтальном положении",,,800,600,true,1,2025-11-08T15:15:00Z
74,pull-ups-behind-neck,https://example.com/media/pull-ups-behind-neck.jpg,image,"Подтягивания за голову — правильная техника выполнения с подтягиванием за голову",,,800,600,true,1,2025-11-08T15:20:00Z
75,explosive-pull-ups,https://example.com/media/explosive-pull-ups.jpg,image,"Взрывные подтягивания — правильная техника выполнения с максимальной скоростью",,,800,600,true,1,2025-11-08T16:00:00Z
76,scapular-retraction-hang,https://example.com/media/scapular-retraction-hang.jpg,image,"Вис с втягиванием лопаток — правильная техника выполнения с активным движением лопаток",,,800,600,true,1,2025-11-08T16:05:00Z
77,dead-hang,https://example.com/media/dead-hang.jpg,image,"Мертвый вис — правильная техника выполнения с расслабленными плечами",,,800,600,true,1,2025-11-08T16:10:00Z
78,chest-to-bar-pull-ups,https://example.com/media/chest-to-bar-pull-ups.jpg,image,"Подтягивания до груди — правильная техника выполнения с полной амплитудой движения",,,800,600,true,1,2025-11-08T16:15:00Z
79,muscle-up,https://example.com/media/muscle-up.jpg,image,"Выход силой — правильная техника выполнения с переходом от подтягивания к отжиманию",,,800,600,true,1,2025-11-08T16:20:00Z
80,pull-ups-rings,https://example.com/media/pull-ups-rings.jpg,image,"Подтягивания на кольцах — правильная техника выполнения с контролем стабильности колец",,,800,600,true,1,2025-11-08T17:00:00Z
81,pull-ups-rings-wide-grip,https://example.com/media/pull-ups-rings-wide-grip.jpg,image,"Подтягивания широким хватом на кольцах — правильная техника выполнения с контролем стабильности колец при широком хвате",,,800,600,true,1,2025-11-08T17:05:00Z
82,trx-row-standing,https://example.com/media/trx-row-standing.jpg,image,"Тяга в TRX стоя — правильная техника выполнения с контролем стабильности TRX петель",,,800,600,true,1,2025-11-08T17:10:00Z
83,trx-pull-ups-assisted,https://example.com/media/trx-pull-ups-assisted.jpg,image,"Подтягивания в TRX с поддержкой — правильная техника выполнения с ногами на земле для поддержки",,,800,600,true,1,2025-11-08T17:15:00Z
84,lat-pulldown-wide-grip,https://example.com/media/lat-pulldown-wide-grip.jpg,image,"Тяга верхнего блока широким хватом — правильная техника выполнения с широким хватом для максимальной активации широчайших мышц",,,800,600,true,1,2025-11-08T18:00:00Z
85,lat-pulldown-medium-grip,https://example.com/media/lat-pulldown-medium-grip.jpg,image,"Тяга верхнего блока средним хватом — правильная техника выполнения с хватом на ширине плеч для сбалансированной нагрузки",,,800,600,true,1,2025-11-08T18:05:00Z
86,lat-pulldown-close-grip,https://example.com/media/lat-pulldown-close-grip.jpg,image,"Тяга верхнего блока узким хватом — правильная техника выполнения с узким хватом для акцента на бицепсы и внутреннюю часть спины",,,800,600,true,1,2025-11-08T18:10:00Z
87,lat-pulldown-underhand-grip,https://example.com/media/lat-pulldown-underhand-grip.jpg,image,"Тяга верхнего блока обратным хватом — правильная техника выполнения с обратным хватом для максимальной активации бицепсов",,,800,600,true,1,2025-11-08T18:15:00Z
88,lat-pulldown-neutral-grip,https://example.com/media/lat-pulldown-neutral-grip.jpg,image,"Тяга верхнего блока нейтральным хватом — правильная техника выполнения с нейтральным хватом для безопасной нагрузки на суставы",,,800,600,true,1,2025-11-08T18:20:00Z
89,lat-pulldown-behind-neck,https://example.com/media/lat-pulldown-behind-neck.jpg,image,"Тяга верхнего блока за голову — правильная техника выполнения за голову для развития верхней части спины и задних дельт",,,800,600,true,1,2025-11-08T19:00:00Z
90,lat-pulldown-straight-arm,https://example.com/media/lat-pulldown-straight-arm.jpg,image,"Тяга верхнего блока прямыми руками — правильная техника выполнения прямыми руками для изоляции широчайших мышц",,,800,600,true,1,2025-11-08T19:05:00Z
91,lat-pulldown-one-arm,https://example.com/media/lat-pulldown-one-arm.jpg,image,"Тяга верхнего блока одной рукой — правильная техника выполнения одной рукой для одностороннего развития мышц спины",,,800,600,true,1,2025-11-08T19:10:00Z
92,lat-pulldown-wide-grip-chest,https://example.com/media/lat-pulldown-wide-grip-chest.jpg,image,"Тяга верхнего блока широким хватом к груди — правильная техника выполнения широким хватом к верхней части груди",,,800,600,true,1,2025-11-08T19:15:00Z
93,cable-pulldown-standing,https://example.com/media/cable-pulldown-standing.jpg,image,"Тяга верхнего блока в кроссовере стоя — правильная техника выполнения стоя для развития широчайших мышц с акцентом на стабилизацию корпуса",,,800,600,true,1,2025-01-15T10:00:00Z
94,cable-pulldown-seated,https://example.com/media/cable-pulldown-seated.jpg,image,"Тяга верхнего блока сидя в кроссовере — правильная техника выполнения сидя для развития широчайших мышц с постоянным натяжением кабелей",,,800,600,true,1,2025-01-15T10:00:00Z
95,australian-pull-ups,https://example.com/media/australian-pull-ups.jpg,image,"Австралийские подтягивания — правильная техника выполнения горизонтальных подтягиваний для развития широчайших мышц спины",,,800,600,true,1,2025-01-15T10:00:00Z
96,australian-pull-ups-feet-elevated,https://example.com/media/australian-pull-ups-feet-elevated.jpg,image,"Австралийские подтягивания с ногами на возвышении — правильная техника выполнения с увеличенным углом наклона для прогрессии",,,800,600,true,1,2025-01-15T10:00:00Z
97,australian-pull-ups-underhand-grip,https://example.com/media/australian-pull-ups-underhand-grip.jpg,image,"Австралийские подтягивания обратным хватом — правильная техника выполнения обратным хватом для акцента на бицепсы",,,800,600,true,1,2025-01-15T10:00:00Z
98,dumbbell-one-arm-row,https://example.com/media/dumbbell-one-arm-row.jpg,image,"Тяга гантели одной рукой в наклоне — правильная техника выполнения односторонней тяги для развития широчайших мышц спины",,,800,600,true,1,2025-01-15T10:00:00Z
99,dumbbell-bent-over-row,https://example.com/media/dumbbell-bent-over-row.jpg,image,"Тяга гантелей в наклоне — правильная техника выполнения двусторонней тяги для развития широчайших мышц спины",,,800,600,true,1,2025-01-15T10:00:00Z
100,dumbbell-incline-bench-row,https://example.com/media/dumbbell-incline-bench-row.jpg,image,"Тяга гантелей на наклонной скамье — правильная техника выполнения безопасной тяги с поддержкой корпуса",,,800,600,true,1,2025-01-15T10:00:00Z
101,plank-row,https://example.com/media/plank-row.jpg,image,"Тяга в планке — правильная техника выполнения функциональной тяги с акцентом на стабильность корпуса",,,800,600,true,1,2025-01-15T10:00:00Z
102,barbell-bent-over-row,https://example.com/media/barbell-bent-over-row.jpg,image,"Тяга штанги в наклоне - правильная техника выполнения",,,800,600,true,1,2025-01-15T10:00:00Z
103,barbell-bent-over-row-underhand,https://example.com/media/barbell-bent-over-row-underhand.jpg,image,"Тяга штанги в наклоне обратным хватом - правильная техника выполнения",,,800,600,true,1,2025-01-15T10:00:00Z
104,yates-row,https://example.com/media/yates-row.jpg,image,"Тяга Ятса - правильная техника выполнения",,,800,600,true,1,2025-01-15T10:00:00Z
105,pendlay-row,https://example.com/media/pendlay-row.jpg,image,"Тяга Пендлея - правильная техника выполнения",,,800,600,true,1,2025-01-15T10:00:00Z
106,ez-bar-bent-over-row,https://example.com/media/ez-bar-bent-over-row.jpg,image,"Тяга EZ-грифа в наклоне - правильная техника выполнения",,,800,600,true,1,2025-01-15T10:00:00Z
107,swiss-bar-row,https://example.com/media/swiss-bar-row.jpg,image,"Тяга швейцарского грифа - правильная техника выполнения",,,800,600,true,1,2025-01-15T10:00:00Z
108,cable-seated-row,https://example.com/media/cable-seated-row.jpg,image,"Тяга горизонтального блока сидя - правильная техника выполнения",,,800,600,true,1,2025-01-15T10:00:00Z
109,cable-standing-row,https://example.com/media/cable-standing-row.jpg,image,"Тяга горизонтального блока стоя - правильная техника выполнения",,,800,600,true,1,2025-01-15T10:00:00Z
110,cable-one-arm-row,https://example.com/media/cable-one-arm-row.jpg,image,"Тяга горизонтального блока одной рукой - правильная техника выполнения",,,800,600,true,1,2025-01-15T10:00:00Z
111,cable-wide-grip-row,https://example.com/media/cable-wide-grip-row.jpg,image,,"Тяга горизонтального блока широким хватом - правильная техника выполнения",,800,600,true,1,2025-01-15T10:00:00Z
111,cable-close-grip-row,https://example.com/media/cable-close-grip-row.jpg,image,,"Тяга горизонтального блока узким хватом - правильная техника выполнения",,800,600,true,1,2025-01-15T10:00:00Z
113,cable-horizontal-row-underhand-grip,https://example.com/media/cable-horizontal-row-underhand-grip.jpg,image,,"Тяга горизонтального блока обратным хватом - правильная техника выполнения",,800,600,true,1,2025-01-15T10:00:00Z
114,cable-horizontal-row-neutral-grip,https://example.com/media/cable-horizontal-row-neutral-grip.jpg,image,,"Тяга горизонтального блока нейтральным хватом - правильная техника выполнения",,800,600,true,1,2025-01-15T10:00:00Z
115,cable-crossover-row-high,https://example.com/media/cable-crossover-row-high.jpg,image,,"Тяга в кроссовере с верхней точки крепления - правильная техника выполнения",,800,600,true,1,2025-01-15T10:00:00Z
116,cable-crossover-row-low,https://example.com/media/cable-crossover-row-low.jpg,image,,"Тяга в кроссовере с нижней точки крепления - правильная техника выполнения",,800,600,true,1,2025-01-15T10:00:00Z
117,cable-horizontal-row-kneeling,https://example.com/media/cable-horizontal-row-kneeling.jpg,image,,"Тяга горизонтального блока с колена - правильная техника выполнения",,800,600,true,1,2025-01-15T10:00:00Z
118,hammer-strength-row,https://example.com/media/hammer-strength-row.jpg,image,"Тяга в тренажере Хаммер — правильная техника выполнения с независимыми рычагами, прижатой грудью к подушке и синхронным движением рук",,,800,600,true,1,2025-11-08T20:00:00Z
119,t-bar-row-machine,https://example.com/media/t-bar-row-machine.jpg,image,"Т-тяга в тренажере — правильная техника выполнения с прижатой грудью к подушке и подтягиванием рукоятки к поясу",,,800,600,true,1,2025-11-08T20:00:00Z
120,trx-row,https://example.com/media/trx-row.jpg,image,"Тяга в TRX — правильная техника выполнения с контролем стабильности TRX петель",,,800,600,true,1,2025-11-30T19:52:21Z
121,trx-row-wide-grip,https://example.com/media/trx-row-wide-grip.jpg,image,"Тяга в TRX широким хватом — правильная техника выполнения с контролем стабильности TRX петель",,,800,600,true,1,2025-11-30T19:52:21Z
122,trx-row-close-grip,https://example.com/media/trx-row-close-grip.jpg,image,"Тяга в TRX узким хватом — правильная техника выполнения с контролем стабильности TRX петель",,,800,600,true,1,2025-11-30T19:52:21Z
123,trx-row-archer,https://example.com/media/trx-row-archer.jpg,image,"Тяга в TRX лучника — правильная техника выполнения с односторонней нагрузкой и контролем ротации",,,800,600,true,1,2025-11-30T19:52:21Z
